segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,articolo_id
dlgs_163_2006__articolo__193,dlgs_163_2006,dlgs_163_2006,articolo,193,ok,"[{""testo"": ""Obbligo di comunicazione"", ""layer"": ""L2"", ""motivo"": ""This sets a reporting obligation, which is an operational rule rather than a core framework principle.""}, {""testo"": ""Tutte le informazioni inerenti i contratti di appalto ... devono essere comunicate"", ""layer"": ""L2"", ""motivo"": ""This specifies the concrete communication requirement and the type of information to be transmitted.""}, {""testo"": ""al soggetto aggiudicatore e da questo all’Osservatorio ... nonche¤ alle sezioni regionali dell’Osservatorio"", ""layer"": ""L2"", ""motivo"": ""This describes the reporting chain and recipients, which are procedural/operational details.""}, {""testo"": ""L’Osservatorio e le sue articolazioni regionali mettono i dati a disposizione degli altri Enti e organismi interessati"", ""layer"": ""L2"", ""motivo"": ""This establishes a data-sharing mechanism for implementation and monitoring.""}]",20.0,80.0,193
dlgs_163_2006__articolo__194,dlgs_163_2006,dlgs_163_2006,articolo,194,ok,"[{""testo"": ""Interventi per lo sviluppo infrastrutturale"", ""layer"": ""L1"", ""motivo"": ""This is a broad policy heading indicating the subject matter and general objective of the provision.""}, {""testo"": ""art. 5, commi da 1 a 11 e 13 decreto-legge n. 35/2005, convertito con l. n. 80/2005"", ""layer"": ""L2"", ""motivo"": ""The cross-reference suggests the provision operates through detailed implementing rules contained elsewhere, which is more operational than foundational.""}]",90.0,10.0,194
dlgs_163_2006__articolo__196,dlgs_163_2006,dlgs_163_2006,articolo,196,ok,"[{""testo"": ""Disciplina speciale per gli appalti nel settore della difesa"", ""layer"": ""L1"", ""motivo"": ""This identifies the subject matter and scope of the provision within a special procurement regime.""}, {""testo"": ""il Ministero delle attivita' produttive ... provvede ... alla nomina di un commissario ad acta"", ""layer"": ""L1"", ""motivo"": ""This establishes an institutional power and role for the Ministry in case of delay or inertia.""}, {""testo"": ""i commissari straordinari provvedono, nel limite dell’importo approvato ... anche in deroga alla normativa vigente"", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule for how commissioners act and the limit within which they may operate.""}, {""testo"": ""Con decreto del Presidente del Consiglio dei Ministri sono stabiliti i criteri per la corresponsione dei compensi"", ""layer"": ""L2"", ""motivo"": ""This delegates the technical determination of compensation criteria to an implementing decree.""}]",70.0,30.0,196
dlgs_163_2006__articolo__198,dlgs_163_2006,dlgs_163_2006,articolo,198,ok,"[{""testo"": ""Le disposizioni del presente capo dettano la disciplina degli appalti di lavori pubblici"", ""layer"": ""L1"", ""motivo"": ""This defines the scope and subject matter of the chapter, which is a core framework element.""}, {""testo"": ""al fine di assicurare l’interesse pubblico alla conservazione e protezione di detti beni"", ""layer"": ""L1"", ""motivo"": ""This states the objective of the provision, which is characteristic of Level 1.""}, {""testo"": ""si applicano, altresì, all’esecuzione di scavi archeologici, anche subacquei"", ""layer"": ""L1"", ""motivo"": ""This extends the scope of application to an additional category of activities.""}, {""testo"": ""non si applicano i limiti di importo di cui all’articolo 125, comma 5"", ""layer"": ""L2"", ""motivo"": ""This sets a specific operational exception to a quantitative threshold.""}, {""testo"": ""possono essere concesse anticipazioni di importo non superiore ad un terzo dell’importo complessivo del prezzo contrattuale"", ""layer"": ""L2"", ""motivo"": ""This establishes a concrete quantitative rule for advance payments.""}]",80.0,20.0,198
dlgs_163_2006__articolo__197,dlgs_163_2006,dlgs_163_2006,articolo,197,ok,"[{""testo"": ""Ai contratti di cui al presente capo si applicano, in quanto non derogate e ove compatibili, le disposizioni"", ""layer"": ""L1"", ""motivo"": ""This sets the general scope and cross-reference framework for the contracts covered by the provision.""}, {""testo"": ""la stazione appaltante, previo provvedimento motivato del responsabile del procedimento, applica la disciplina, rispettivamente, dei servizi o delle forniture"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational decision procedure for choosing which procurement regime applies.""}, {""testo"": ""I soggetti esecutori dei lavori di cui al comma 1 devono in ogni caso essere in possesso dei requisiti di qualificazione stabiliti dal presente capo"", ""layer"": ""L2"", ""motivo"": ""This imposes a technical qualification requirement for contractors.""}, {""testo"": ""la stazione appaltante e' obbligata a specificare, nel bando di gara, i requisiti di qualificazione"", ""layer"": ""L2"", ""motivo"": ""This is a procedural reporting/disclosure rule for tender notices.""}, {""testo"": ""si applicano gli articoli 14 e 15 in materia di appalti misti"", ""layer"": ""L2"", ""motivo"": ""This provides an operational rule for handling mixed contracts.""}, {""testo"": ""Si applicano inoltre, in quanto non derogate, le disposizioni del titolo I ... ovvero del titolo II ... a seconda che l’importo dei lavori sia pari o superiore alla soglia"", ""layer"": ""L2"", ""motivo"": ""This establishes a threshold-based application rule tied to the contract value.""}]",35.0,65.0,197
dlgs_163_2006__articolo__200,dlgs_163_2006,dlgs_163_2006,articolo,200,ok,"[{""testo"": ""Limiti all’affidamento congiunto e all’affidamento unitario"", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule limiting how contracts may be awarded.""}, {""testo"": ""non sono affidati congiuntamente a lavori afferenti ad altre categorie di opere generali e speciali"", ""layer"": ""L2"", ""motivo"": ""This is a concrete procedural/operational restriction on joint awarding.""}, {""testo"": ""salvo che motivate ed eccezionali esigenze di coordinamento dei lavori, accertate dal responsabile del procedimento"", ""layer"": ""L2"", ""motivo"": ""This specifies an exception procedure and the authority responsible for verifying it.""}, {""testo"": ""si applica all’affidamento di lavori e servizi relativi ai beni culturali"", ""layer"": ""L2"", ""motivo"": ""This describes the application of the rule to a specific operational context.""}, {""testo"": ""secondo le modalita' stabilite dal regolamento di cui all’articolo 5"", ""layer"": ""L1"", ""motivo"": ""This contains a delegation/reference to implementing rules, which is a framework-level element.""}, {""testo"": ""e' sempre necessaria la qualificazione nella categoria di riferimento"", ""layer"": ""L2"", ""motivo"": ""This imposes a technical qualification requirement for execution.""}, {""testo"": ""a prescindere dall’incidenza percentuale che il valore degli interventi sui beni tutelati assume nell’appalto complessivo"", ""layer"": ""L2"", ""motivo"": ""This sets a quantitative benchmark rule that governs application of the qualification requirement.""}]",20.0,80.0,200
dlgs_163_2006__articolo__202,dlgs_163_2006,dlgs_163_2006,articolo,202,ok,"[{""testo"": ""Attivita' di progettazione, direzione dei lavori e accessorie"", ""layer"": ""L1"", ""motivo"": ""This is the subject-matter heading, indicating the scope of the provision.""}, {""testo"": ""l’obbligo del possesso dei requisiti di qualificazione stabiliti nel presente capo"", ""layer"": ""L1"", ""motivo"": ""This sets a general qualification requirement for the entities involved.""}, {""testo"": ""e' consentito affidare separatamente, previo provvedimento motivato del responsabile del procedimento"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural condition and decision-making process for separate award.""}, {""testo"": ""i lavori indicati all’articolo 198, concernenti beni i quali ... siano distinti in base alla tipologia, ai materiali impiegati, alla tecnica e all’epoca di realizzazione"", ""layer"": ""L2"", ""motivo"": ""This provides technical criteria for when separate contracting is allowed.""}, {""testo"": ""deve richiedere espressamente il possesso di tutti i requisiti di qualificazione"", ""layer"": ""L2"", ""motivo"": ""This is an operational rule on how the contracting authority must formulate the tender.""}, {""testo"": ""e' tenuta a stabilire preventivamente i requisiti di qualificazione"", ""layer"": ""L2"", ""motivo"": ""This prescribes a procedural requirement for negotiated procedures without prior notice.""}]",35.0,65.0,202
dlgs_163_2006__articolo__201,dlgs_163_2006,dlgs_163_2006,articolo,201,ok,"[{""testo"": ""Il regolamento di cui all’articolo 5, disciplina gli specifici requisiti di qualificazione dei soggetti esecutori dei lavori di cui all’articolo 198"", ""layer"": ""L1"", ""motivo"": ""This delegates rule-making power and sets the general framework for qualification requirements.""}, {""testo"": ""la puntuale verifica, in sede di rilascio delle attestazioni di qualificazione, del possesso dei requisiti specifici"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational verification procedure for qualification.""}, {""testo"": ""la definizione di nuove categorie di qualificazione che tengano conto delle specificita' dei settori"", ""layer"": ""L2"", ""motivo"": ""This is a technical implementation rule defining qualification categories.""}, {""testo"": ""i contenuti e la rilevanza delle attestazioni di regolare esecuzione"", ""layer"": ""L2"", ""motivo"": ""This sets technical criteria for how evidence of proper execution counts toward qualification.""}, {""testo"": ""forme di verifica semplificata del possesso dei requisiti"", ""layer"": ""L2"", ""motivo"": ""This describes a procedural mechanism for checking compliance.""}, {""testo"": ""sono definiti ulteriori specifici requisiti di qualificazione"", ""layer"": ""L2"", ""motivo"": ""This adds detailed technical qualification requirements rather than core principles.""}]",35.0,65.0,201
dlgs_163_2006__articolo__203,dlgs_163_2006,dlgs_163_2006,articolo,203,ok,"[{""testo"": ""sono individuate le metodologie di valutazione delle offerte e di attribuzione dei punteggi"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational method for evaluating bids and assigning scores.""}, {""testo"": ""per particolari tipologie individuate con decreto del Ministro per i beni e le attivita' culturali"", ""layer"": ""L1"", ""motivo"": ""This delegates identification of special cases to a ministerial decree, which is an institutional/power allocation element.""}, {""testo"": ""fino all’importo di trecentomila euro"", ""layer"": ""L2"", ""motivo"": ""This sets a quantitative threshold for when the procedure is allowed.""}, {""testo"": ""La procedura ristretta semplificata e' ammessa per i lavori di importo inferiore a 1.500.000 euro"", ""layer"": ""L2"", ""motivo"": ""This establishes a specific procedural rule tied to a monetary benchmark.""}]",20.0,80.0,203
dlgs_163_2006__articolo__205,dlgs_163_2006,dlgs_163_2006,articolo,205,ok,"[{""testo"": ""L’affidamento dei lavori ... e' disposto, di regola, sulla base del progetto definitivo"", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule for how works are awarded, specifying the project level to be used.""}, {""testo"": ""l’esecuzione dei lavori puo' prescindere dall’avvenuta redazione del progetto esecutivo"", ""layer"": ""L2"", ""motivo"": ""This provides a procedural exception governing execution requirements.""}, {""testo"": ""e' approvata entro i termini stabiliti con il bando di gara o con lettera di invito"", ""layer"": ""L2"", ""motivo"": ""This establishes a timing/procedural requirement for approval.""}, {""testo"": ""Resta comunque necessaria la redazione del piano di manutenzione"", ""layer"": ""L2"", ""motivo"": ""This imposes a technical operational requirement.""}, {""testo"": ""Il responsabile del procedimento verifica il raggiungimento dei livelli di progettazione richiesti e valida il progetto"", ""layer"": ""L2"", ""motivo"": ""This describes a verification and validation mechanism.""}]",20.0,80.0,205
dlgs_163_2006__articolo__204,dlgs_163_2006,dlgs_163_2006,articolo,204,ok,"[{""testo"": ""Sistemi di scelta degli offerenti e criteri di aggiudicazione"", ""layer"": ""L1"", ""motivo"": ""This is a heading that frames the general procurement method and award criteria, which is part of the core regulatory framework.""}, {""testo"": ""le varianti in corso d’opera possono essere ammesse"", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule on when contract variations are allowed.""}, {""testo"": ""non comportino una variazione in aumento o in diminuzione superiore al venti per cento"", ""layer"": ""L2"", ""motivo"": ""This provides a quantitative threshold for permissible variations, which is technical and operational.""}, {""testo"": ""l’affidamento con procedura negoziata ... è ammesso per lavori di importo complessivo non superiore a cinquecentomila euro"", ""layer"": ""L2"", ""motivo"": ""This establishes a specific procedural condition and monetary benchmark for negotiated procurement.""}, {""testo"": ""nel rispetto dei principi di non discriminazione, parità di trattamento, proporzionalità, e trasparenza"", ""layer"": ""L1"", ""motivo"": ""This refers to general governing principles that form part of the core legal framework.""}]",80.0,20.0,204
dlgs_163_2006__articolo__206,dlgs_163_2006,dlgs_163_2006,articolo,206,ok,"[{""testo"": ""il riferimento al \""bando di gara\"" ... deve intendersi comprensivo di tutti e tre tali avvisi"", ""layer"": ""L2"", ""motivo"": ""This clarifies how an existing term is to be applied across different notice types, which is an operational interpretive rule.""}, {""testo"": ""gli enti aggiudicatori possono applicare altre disposizioni della parte II"", ""layer"": ""L2"", ""motivo"": ""This sets a practical application rule allowing contracting entities to use additional provisions under specified conditions.""}, {""testo"": ""indicandolo nell’avviso con cui si indice la gara"", ""layer"": ""L2"", ""motivo"": ""This specifies the procedural manner in which the choice must be communicated.""}, {""testo"": ""Nel rispetto del principio di proporzionalita'"", ""layer"": ""L1"", ""motivo"": ""This invokes a general legal principle, but it mainly frames the operational rule rather than establishing a core framework rule.""}]",30.0,70.0,206
dlgs_163_2006__articolo__208,dlgs_163_2006,dlgs_163_2006,articolo,208,ok,"[{""testo"": ""Per quanto riguarda il gas e l’energia termica, le norme della presente parte si applicano alle seguenti attivita'"", ""layer"": ""L1"", ""motivo"": ""This defines the scope of application for the rules on gas and thermal energy.""}, {""testo"": ""la messa a disposizione o gestione di reti fisse destinate alla fornitura di un servizio al pubblico"", ""layer"": ""L1"", ""motivo"": ""This identifies the core activities covered by the provision, which is a scope-defining element.""}, {""testo"": ""L’alimentazione con gas o energia termica di reti che forniscono un servizio al pubblico ... non e' considerata un’attivita' di cui al comma 1 se ricorrono le seguenti condizioni"", ""layer"": ""L2"", ""motivo"": ""This sets an operational exception based on specific conditions for application.""}, {""testo"": ""non supera il 30% della produzione totale d’acqua potabile dell’ente"", ""layer"": ""L2"", ""motivo"": ""This is a quantitative benchmark used to determine whether the activity falls within the rule.""}]",60.0,40.0,208
dlgs_163_2006__articolo__210,dlgs_163_2006,dlgs_163_2006,articolo,210,ok,"[{""testo"": ""le norme della presente parte si applicano alle attivita' relative alla messa a disposizione o alla gestione di reti destinate a fornire un servizio al pubblico nel campo del trasporto ferroviario, tranviario, filoviario, ovvero mediante autobus, sistemi automatici o cavo"", ""layer"": ""L1"", ""motivo"": ""This defines the scope of the rules by identifying the transport activities covered.""}, {""testo"": ""si considera esistere una rete se il servizio viene fornito alle prescrizioni operative stabilite dalle competenti autorita' pubbliche"", ""layer"": ""L2"", ""motivo"": ""This sets an operational criterion for when a network is deemed to exist.""}, {""testo"": ""quelle relative alle tratte da servire, alla capacita' di trasporto disponibile o alla frequenza del servizio"", ""layer"": ""L2"", ""motivo"": ""These are technical service parameters specifying how the rule is applied in practice.""}, {""testo"": ""corrisponde al massimo al 20% del fatturato dell’ente"", ""layer"": ""L2"", ""motivo"": ""This introduces a quantitative threshold used to assess whether an activity is excluded from the main rule.""}, {""testo"": ""corrisponde al massimo al 30% della produzione totale di energia dell’ente"", ""layer"": ""L2"", ""motivo"": ""This is another quantitative benchmark governing application of the provision.""}]",70.0,30.0,210
dlgs_163_2006__articolo__214,dlgs_163_2006,dlgs_163_2006,articolo,214,ok,"[{""testo"": ""“altri servizi postali”: servizi postali che possono non essere riservati ai sensi dell’articolo 7 della direttiva 97/67/CE"", ""layer"": ""L1"", ""motivo"": ""This defines a legal concept and its scope by reference to another directive.""}, {""testo"": ""“altri servizi diversi dai servizi postali”: servizi forniti nei seguenti ambiti"", ""layer"": ""L1"", ""motivo"": ""This is a definitional provision identifying categories of services covered.""}, {""testo"": ""servizi di gestione di servizi postali"", ""layer"": ""L2"", ""motivo"": ""This gives operational examples of the service category, specifying technical content.""}, {""testo"": ""La scelta tra l’aggiudicazione di un unico appalto e l’aggiudicazione di piu' appalti distinti non puo' essere effettuata al fine di escludere un appalto dall’ambito di applicazione"", ""layer"": ""L1"", ""motivo"": ""This establishes a general legal obligation and anti-avoidance rule.""}, {""testo"": ""se e' oggettivamente impossibile stabilire a quale attivita' l’appalto sia principalmente destinato, esso e' aggiudicato secondo le disposizioni della parte II"", ""layer"": ""L2"", ""motivo"": ""This sets an operational decision rule for how to classify and award mixed contracts.""}, {""testo"": ""ferma la facolta' , per gli enti aggiudicatori, di chiedere, in aggiunta all’attestazione SOA, ulteriori specifici requisiti di qualificazione"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural/technical qualification requirement.""}]",55.0,45.0,214
dlgs_163_2006__articolo__216,dlgs_163_2006,dlgs_163_2006,articolo,216,ok,"[{""testo"": ""Le norme della presente parte si applicano alle attivita' relative allo sfruttamento di un’area geografica"", ""layer"": ""L1"", ""motivo"": ""This defines the scope of application of the rules.""}, {""testo"": ""ai fini della messa a disposizione di aeroporti, porti marittimi o interni e di altri terminali di trasporto ai vettori aerei, marittimi e fluviali"", ""layer"": ""L1"", ""motivo"": ""This specifies the covered subject matter and sectors, which is part of the legal scope.""}, {""testo"": ""la presente parte non si applica alle concessioni di lavori e di servizi rilasciate da enti aggiudicatori che esercitano una o piu' attivita' di cui agli articoli da 208 a 213"", ""layer"": ""L1"", ""motivo"": ""This sets an exclusion from the scope of the provision.""}, {""testo"": ""quando la concessione ha per oggetto l’esercizio di dette attivita'"", ""layer"": ""L2"", ""motivo"": ""This is an operational condition for when the exclusion applies.""}]",90.0,10.0,216
dlgs_163_2006__articolo__217,dlgs_163_2006,dlgs_163_2006,articolo,217,ok,"[{""testo"": ""La presente parte non si applica agli appalti"", ""layer"": ""L1"", ""motivo"": ""This defines the scope of the legal regime by stating an exclusion from application.""}, {""testo"": ""per scopi diversi dall’esercizio delle loro attivita' di cui agli articoli da 208 a 213"", ""layer"": ""L1"", ""motivo"": ""This specifies the substantive scope limitation by referring to the activities covered by the chapter.""}, {""testo"": ""Gli enti aggiudicatori comunicano alla Commissione, su sua richiesta, qualsiasi attivita' che considerano esclusa"", ""layer"": ""L2"", ""motivo"": ""This sets a reporting/notification obligation and procedural interaction with the Commission.""}]",90.0,10.0,217
dlgs_163_2006__articolo__218,dlgs_163_2006,dlgs_163_2006,articolo,218,ok,"[{""testo"": ""Ai fini del presente articolo “impresa collegata” e' qualsiasi impresa i cui conti annuali siano consolidati..."", ""layer"": ""L1"", ""motivo"": ""This defines a key concept used by the provision, which is a core framework element.""}, {""testo"": ""il presente codice non si applica agli appalti stipulati"", ""layer"": ""L1"", ""motivo"": ""This sets a general legal effect/exemption, but it is tied to specific conditions.""}, {""testo"": ""purché almeno l’80% del fatturato medio realizzato dall’impresa collegata negli ultimi tre anni"", ""layer"": ""L2"", ""motivo"": ""This introduces a quantitative benchmark that operationalizes the exemption.""}, {""testo"": ""Se, a causa della data della costituzione o di inizio dell’attività dell’impresa collegata, il fatturato degli ultimi tre anni non e' disponibile"", ""layer"": ""L2"", ""motivo"": ""This provides a procedural/operational rule for cases where the standard benchmark cannot be applied directly.""}, {""testo"": ""Gli enti aggiudicatori notificano alla Commissione, su sua richiesta, le seguenti informazioni"", ""layer"": ""L2"", ""motivo"": ""This establishes a reporting obligation and the information to be supplied.""}]",35.0,65.0,218
dlgs_163_2006__articolo__219,dlgs_163_2006,dlgs_163_2006,articolo,219,ok,"[{""testo"": ""Gli appalti destinati a permettere la prestazione di un’attivita' ... non sono soggetti al presente codice se ... l’attivita' e' direttamente esposta alla concorrenza"", ""layer"": ""L1"", ""motivo"": ""This sets a core exemption from the code and defines the substantive condition under which it applies.""}, {""testo"": ""per determinare se un’attivita' e' direttamente esposta alla concorrenza si ricorre a criteri conformi alle disposizioni del Trattato"", ""layer"": ""L2"", ""motivo"": ""This specifies the operational criteria used to assess direct exposure to competition.""}, {""testo"": ""come le caratteristiche dei beni o servizi interessati, l’esistenza di beni o servizi alternativi, i prezzi e la presenza ... di piu' fornitori"", ""layer"": ""L2"", ""motivo"": ""These are technical assessment factors for applying the rule in practice.""}, {""testo"": ""almeno l’80% del fatturato medio realizzato dall’impresa collegata negli ultimi tre anni"", ""layer"": ""L2"", ""motivo"": ""This establishes a quantitative benchmark and reporting period for operational application.""}]",70.0,30.0,219
dlgs_163_2006__articolo__220,dlgs_163_2006,dlgs_163_2006,articolo,220,ok,"[{""testo"": ""Gli enti aggiudicatori possono affidare i lavori, le forniture o i servizi mediante procedure aperte ristrette o negoziate ovvero mediante dialogo competitivo"", ""layer"": ""L2"", ""motivo"": ""This sets out the operational procurement procedures that contracting entities may use.""}, {""testo"": ""previo avviso con cui si indice una gara ai sensi dell’articolo 224"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural condition for launching the tender.""}, {""testo"": ""fatto salvo quanto previsto dall’articolo 221"", ""layer"": ""L1"", ""motivo"": ""This cross-reference preserves a higher-level rule or exception established elsewhere in the framework.""}]",20.0,80.0,220
dlgs_163_2006__articolo__221,dlgs_163_2006,dlgs_163_2006,articolo,221,ok,"[{""testo"": ""gli enti aggiudicatori possono ricorrere a una procedura senza previa indizione di una gara nei seguenti casi"", ""layer"": ""L1"", ""motivo"": ""This sets the core legal exception allowing a negotiated procedure without prior notice, which is a general rule/exception choice.""}, {""testo"": ""quando, in risposta a una procedura con indizione di una gara, non sia pervenuta alcuna offerta o alcuna offerta appropriata o alcuna candidatura"", ""layer"": ""L2"", ""motivo"": ""This specifies a concrete procedural condition for using the exception.""}, {""testo"": ""nella procedura negoziata non possono essere modificate in modo sostanziale le condizioni originarie dell’appalto"", ""layer"": ""L2"", ""motivo"": ""This is an operational constraint governing how the procedure must be conducted.""}, {""testo"": ""quando, per ragioni di natura tecnica o artistica ovvero attinenti alla tutela di diritti esclusivi, l’appalto possa essere affidato unicamente ad un operatore economico determinato"", ""layer"": ""L2"", ""motivo"": ""This provides a technical substantive criterion for applying the procedure.""}, {""testo"": ""il Ministro delle politiche comunitarie ... ne da' notifica alla Commissione e le comunica tutti i fatti rilevanti"", ""layer"": ""L2"", ""motivo"": ""This establishes a reporting and notification procedure.""}, {""testo"": ""Con decreto del Ministro delle politiche comunitarie ... sono indicate le attivita' che sono escluse dall’applicazione del codice"", ""layer"": ""L1"", ""motivo"": ""This confers an institutional power to determine excluded activities following Commission decisions.""}, {""testo"": ""Gli enti aggiudicatori non possono ricorrere agli accordi quadro in modo abusivo, per ostacolare, limitare o falsare la concorrenza"", ""layer"": ""L1"", ""motivo"": ""This states a general substantive prohibition on abusive use of framework agreements.""}]",65.0,35.0,221
dlgs_163_2006__articolo__223,dlgs_163_2006,dlgs_163_2006,articolo,223,ok,"[{""testo"": ""per lavori o servizi complementari"", ""layer"": ""L2"", ""motivo"": ""This is a specific operational condition for using a procurement procedure, not a core framework rule.""}, {""testo"": ""quando tali lavori o servizi complementari non possano essere separati, sotto il profilo tecnico o economico"", ""layer"": ""L2"", ""motivo"": ""This sets a technical test for when the exception applies.""}, {""testo"": ""quando tali lavori o servizi complementari, pur essendo separabili dall’esecuzione dell’appalto iniziale, siano strettamente necessari al suo perfezionamento"", ""layer"": ""L2"", ""motivo"": ""This provides an operational criterion for the exception.""}, {""testo"": ""la possibilita' di ricorrere a questa procedura e' indicata gia' al momento dell’indizione della gara"", ""layer"": ""L2"", ""motivo"": ""This is a procedural timing requirement.""}, {""testo"": ""in un accordo quadro, purche¤ l’accordo sia stato aggiudicato nel rispetto dell’articolo 222"", ""layer"": ""L2"", ""motivo"": ""This specifies a condition for applying the procurement route.""}, {""testo"": ""in base a un concorso di progettazione"", ""layer"": ""L2"", ""motivo"": ""This describes a procedural pathway for award.""}, {""testo"": ""tutti i vincitori del concorso di progettazione debbono essere invitati a partecipare ai negoziati"", ""layer"": ""L2"", ""motivo"": ""This is a concrete procedural rule governing participation in negotiations.""}]",20.0,80.0,223
dlgs_163_2006__articolo__222,dlgs_163_2006,dlgs_163_2006,articolo,222,ok,"[{""testo"": ""Gli enti aggiudicatori possono considerare un accordo quadro come un appalto e aggiudicarlo ai sensi della presente parte."", ""layer"": ""L1"", ""motivo"": ""This sets a general legal option/power for contracting entities, which is a framework-level rule.""}, {""testo"": ""l’indizione di gare per appalti basati su questo tipo di sistemi avviene mediante bando di gara semplificato di cui all’allegato XIII, parte D."", ""layer"": ""L2"", ""motivo"": ""This specifies the procedure and the form of notice to be used, which is operational detail.""}, {""testo"": ""Se l’indizione della gara avviene mediante un avviso periodico indicativo questo si conforma alle seguenti modalita'"", ""layer"": ""L2"", ""motivo"": ""This introduces a procedural condition and then regulates how the notice must be structured.""}, {""testo"": ""si riferisce specificatamente alle forniture, ai lavori o ai servizi"", ""layer"": ""L2"", ""motivo"": ""This is a technical content requirement for the notice.""}, {""testo"": ""indica che l’appalto sara' aggiudicato mediante una procedura ristretta o negoziata senza ulteriore pubblicazione di un bando di gara"", ""layer"": ""L2"", ""motivo"": ""This prescribes the applicable procurement procedure, which is operational.""}, {""testo"": ""e' stato pubblicato ... non oltre 12 mesi prima"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete time limit, which is a technical benchmark.""}, {""testo"": ""L’ente aggiudicatore rispetta altres|' i termini previsti dall’articolo 227."", ""layer"": ""L2"", ""motivo"": ""This cross-refers to procedural deadlines and compliance requirements.""}]",20.0,80.0,222
dlgs_163_2006__articolo__225,dlgs_163_2006,dlgs_163_2006,articolo,225,ok,"[{""testo"": ""Avvisi relativi agli appalti aggiudicati"", ""layer"": ""L2"", ""motivo"": ""This concerns notices about awarded contracts, which is an operational reporting/publication requirement.""}, {""testo"": ""art. 43, direttiva 2004/17; art. 28, decreto legislativo n. 158/1995"", ""layer"": ""L2"", ""motivo"": ""The cross-references indicate implementation of procedural rules from higher-level legislation rather than defining core principles.""}]",10.0,90.0,225
dlgs_163_2006__articolo__224,dlgs_163_2006,dlgs_163_2006,articolo,224,ok,"[{""testo"": ""Gli enti aggiudicatori che abbiano aggiudicato un appalto o concluso un accordo quadro inviano un avviso relativo all’appalto aggiudicato conformemente all’allegato XVI, entro due mesi dall’aggiudicazione"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete reporting procedure and deadline for post-award notices.""}, {""testo"": ""Gli enti aggiudicatori sono esentati dall’obbligo di inviare un avviso in merito ai risultati della procedura di aggiudicazione"", ""layer"": ""L2"", ""motivo"": ""This is an operational rule creating a specific exemption from a reporting obligation.""}, {""testo"": ""possono tuttavia raggruppare detti avvisi su base trimestrale"", ""layer"": ""L2"", ""motivo"": ""This specifies a technical timing option for how notices may be submitted.""}, {""testo"": ""Le informazioni fornite ai sensi dell’allegato XVI e destinate alla pubblicazione sono pubblicate in conformita' con l’allegato X"", ""layer"": ""L2"", ""motivo"": ""This governs the publication method and cross-references technical annexes.""}, {""testo"": ""la Commissione rispetta il carattere commerciale sensibile segnalato dagli enti aggiudicatori"", ""layer"": ""L1"", ""motivo"": ""This reflects a general rule on how the Commission must treat sensitive information, but it is secondary to the procedural publication rules.""}]",20.0,80.0,224
dlgs_163_2006__articolo__226,dlgs_163_2006,dlgs_163_2006,articolo,226,ok,"[{""testo"": ""gli enti aggiudicatori invitano poi tutti i candidati a confermare il loro interesse"", ""layer"": ""L2"", ""motivo"": ""This sets a procedural step in the procurement process.""}, {""testo"": ""l’invito comprende almeno tutte le seguenti informazioni"", ""layer"": ""L2"", ""motivo"": ""This specifies the required contents of the invitation, an operational rule.""}, {""testo"": ""tipo di procedura: ristretta o negoziata"", ""layer"": ""L2"", ""motivo"": ""This is a technical procedural specification.""}, {""testo"": ""l’indirizzo e termine ultimo per il deposito delle domande"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete deadline and submission requirement.""}, {""testo"": ""gli enti aggiudicatori invitano simultaneamente e per iscritto i candidati selezionati"", ""layer"": ""L2"", ""motivo"": ""This prescribes the manner and form of the invitation.""}, {""testo"": ""i criteri di aggiudicazione dell’appalto e la loro ponderazione"", ""layer"": ""L2"", ""motivo"": ""This provides operational criteria for award evaluation.""}]",20.0,80.0,226
dlgs_163_2006__articolo__228,dlgs_163_2006,dlgs_163_2006,articolo,228,ok,"[{""testo"": ""Sezione V"", ""layer"": ""L1"", ""motivo"": ""This indicates the structural placement of the provision within the legal framework, which is characteristic of higher-level legislative organization.""}, {""testo"": ""Selezione qualitativa degli offerenti e qualificazione"", ""layer"": ""L1"", ""motivo"": ""This sets the subject matter and core concept of bidder selection and qualification, which is a framework-level topic.""}]",80.0,20.0,228
