segment_id,celex,node_id,articolo_id,llm_status,pct__Foundational_and_structural_provisions,pct__Scope_and_exclusion_clauses,pct__Exception_and_derogation_clauses,pct__Implementation_and_procedural_rules,pct__Cross-reference_and_incorporation_clauses,pct__Technical_amending_provisions
32014L0023__articolo__22,32014L0023,32014L0023,22,ok,10.0,15.0,25.0,20.0,30.0,0.0
32014L0023__articolo__23,32014L0023,32014L0023,23,ok,15.0,20.0,35.0,10.0,20.0,0.0
32014L0023__articolo__24,32014L0023,32014L0023,24,ok,20.0,10.0,55.0,0.0,15.0,0.0
32014L0023__articolo__25,32014L0023,32014L0023,25,ok,0.0,80.0,20.0,0.0,0.0,0.0
32014L0023__articolo__26,32014L0023,32014L0023,26,ok,35.0,0.0,20.0,35.0,10.0,0.0
32014L0023__articolo__27,32014L0023,32014L0023,27,ok,0.0,0.0,0.0,20.0,40.0,40.0
32014L0023__articolo__28,32014L0023,32014L0023,28,ok,15.0,10.0,35.0,20.0,20.0,0.0
32014L0023__articolo__29,32014L0023,32014L0023,29,ok,10.0,0.0,20.0,70.0,0.0,0.0
32014L0023__articolo__30,32014L0023,32014L0023,30,ok,55.0,0.0,0.0,15.0,15.0,15.0
32014L0023__articolo__31,32014L0023,32014L0023,31,ok,10.0,15.0,40.0,25.0,10.0,0.0
32014L0023__articolo__32,32014L0023,32014L0023,32,ok,0.0,0.0,15.0,55.0,20.0,10.0
32014L0023__articolo__33,32014L0023,32014L0023,33,ok,8.0,0.0,6.0,72.0,14.0,0.0
32014L0023__articolo__34,32014L0023,32014L0023,34,ok,5.0,0.0,25.0,70.0,0.0,0.0
32014L0023__articolo__35,32014L0023,32014L0023,35,ok,55.0,0.0,15.0,30.0,0.0,0.0
32014L0023__articolo__36,32014L0023,32014L0023,36,ok,45.0,0.0,20.0,35.0,0.0,0.0
32014L0023__articolo__37,32014L0023,32014L0023,37,ok,12.0,0.0,8.0,45.0,30.0,5.0
32014L0023__articolo__38,32014L0023,32014L0023,38,ok,5.0,10.0,8.0,57.0,20.0,0.0
32014L0023__articolo__39,32014L0023,32014L0023,39,ok,0.0,0.0,10.0,90.0,0.0,0.0
32014L0023__articolo__40,32014L0023,32014L0023,40,ok,5.0,0.0,20.0,75.0,0.0,0.0
32014L0023__articolo__41,32014L0023,32014L0023,41,ok,10.0,0.0,20.0,50.0,20.0,0.0
32014L0023__articolo__42,32014L0023,32014L0023,42,ok,12.0,10.0,18.0,42.0,18.0,0.0
32014L0023__articolo__43,32014L0023,32014L0023,43,ok,8.0,10.0,32.0,14.0,6.0,30.0
32014L0023__articolo__44,32014L0023,32014L0023,44,ok,15.0,5.0,35.0,10.0,35.0,0.0
32014L0023__articolo__45,32014L0023,32014L0023,45,ok,25.0,0.0,0.0,55.0,20.0,0.0
32014L0023__articolo__46,32014L0023,32014L0023,46,ok,5.0,15.0,10.0,30.0,15.0,25.0
32014L0023__articolo__47,32014L0023,32014L0023,47,ok,12.0,18.0,8.0,40.0,10.0,12.0
32014L0023__articolo__48,32014L0023,32014L0023,48,ok,20.0,0.0,5.0,35.0,35.0,5.0
32014L0023__articolo__49,32014L0023,32014L0023,49,ok,10.0,0.0,35.0,40.0,15.0,0.0
32014L0023__articolo__50,32014L0023,32014L0023,50,ok,0.0,0.0,0.0,30.0,70.0,0.0
32014L0023__articolo__51,32014L0023,32014L0023,51,ok,0.0,0.0,0.0,85.0,15.0,0.0
32014L0023__articolo__52,32014L0023,32014L0023,52,ok,0.0,0.0,0.0,0.0,100.0,0.0
32014L0023__articolo__53,32014L0023,32014L0023,53,ok,10.0,15.0,5.0,50.0,15.0,5.0
32014L0023__articolo__54,32014L0023,32014L0023,54,ok,10.0,70.0,20.0,0.0,0.0,0.0
32014L0023__articolo__55,32014L0023,32014L0023,55,ok,0.0,100.0,0.0,0.0,0.0,0.0
32014L0024__articolo__1,32014L0024,32014L0024,1,ok,45.0,25.0,20.0,0.0,10.0,0.0
32014L0024__articolo__2,32014L0024,32014L0024,2,ok,0.0,0.0,0.0,65.0,25.0,10.0
32014L0024__articolo__3,32014L0024,32014L0024,3,ok,25.0,10.0,15.0,20.0,25.0,5.0
32014L0024__articolo__4,32014L0024,32014L0024,4,ok,5.0,70.0,10.0,0.0,15.0,0.0
32014L0024__articolo__5,32014L0024,32014L0024,5,ok,8.0,12.0,10.0,62.0,8.0,0.0
32014L0024__articolo__6,32014L0024,32014L0024,6,ok,10.0,0.0,0.0,45.0,25.0,20.0
32014L0024__articolo__7,32014L0024,32014L0024,7,ok,10.0,55.0,20.0,0.0,15.0,0.0
32014L0024__articolo__8,32014L0024,32014L0024,8,ok,0.0,80.0,0.0,0.0,20.0,0.0
32014L0024__articolo__9,32014L0024,32014L0024,9,ok,5.0,60.0,15.0,5.0,15.0,0.0
32014L0024__articolo__10,32014L0024,32014L0024,10,ok,0.0,90.0,5.0,0.0,5.0,0.0
32014L0024__articolo__11,32014L0024,32014L0024,11,ok,0.0,85.0,0.0,0.0,15.0,0.0
32014L0024__articolo__12,32014L0024,32014L0024,12,ok,10.0,40.0,22.5,27.5,0.0,0.0
32014L0024__articolo__13,32014L0024,32014L0024,13,ok,10.0,75.0,0.0,15.0,0.0,0.0
32014L0024__articolo__14,32014L0024,32014L0024,14,ok,0.0,80.0,20.0,0.0,0.0,0.0
32014L0024__articolo__15,32014L0024,32014L0024,15,ok,10.0,50.0,40.0,0.0,0.0,0.0
32014L0024__articolo__16,32014L0024,32014L0024,16,ok,15.0,25.0,35.0,5.0,20.0,0.0
32014L0024__articolo__17,32014L0024,32014L0024,17,ok,5.0,75.0,10.0,5.0,5.0,0.0
32014L0024__articolo__18,32014L0024,32014L0024,18,ok,55.0,10.0,15.0,15.0,5.0,0.0
32014L0024__articolo__19,32014L0024,32014L0024,19,ok,25.0,10.0,15.0,40.0,10.0,0.0
32014L0024__articolo__20,32014L0024,32014L0024,20,ok,10.0,0.0,55.0,15.0,20.0,0.0
32014L0024__articolo__21,32014L0024,32014L0024,21,ok,5.0,10.0,45.0,20.0,20.0,0.0
32014L0024__articolo__22,32014L0024,32014L0024,22,ok,8.0,7.0,28.0,42.0,10.0,5.0
32014L0024__articolo__23,32014L0024,32014L0024,23,ok,5.0,0.0,0.0,10.0,55.0,30.0
32014L0024__articolo__24,32014L0024,32014L0024,24,ok,55.0,0.0,0.0,45.0,0.0,0.0
32014L0024__articolo__25,32014L0024,32014L0024,25,ok,5.0,0.0,10.0,0.0,85.0,0.0
32014L0024__articolo__26,32014L0024,32014L0024,26,ok,5.0,0.0,20.0,55.0,20.0,0.0
32014L0024__articolo__27,32014L0024,32014L0024,27,ok,5.0,0.0,35.0,45.0,15.0,0.0
32014L0024__articolo__28,32014L0024,32014L0024,28,ok,5.0,0.0,25.0,55.0,15.0,0.0
32014L0024__articolo__29,32014L0024,32014L0024,29,ok,10.0,0.0,10.0,60.0,20.0,0.0
32014L0024__articolo__30,32014L0024,32014L0024,30,ok,15.0,5.0,10.0,65.0,5.0,0.0
32014L0024__articolo__31,32014L0024,32014L0024,31,ok,20.0,5.0,10.0,45.0,20.0,0.0
32014L0024__articolo__32,32014L0024,32014L0024,32,ok,5.0,10.0,55.0,25.0,5.0,0.0
32014L0024__articolo__33,32014L0024,32014L0024,33,ok,35.0,5.0,15.0,45.0,0.0,0.0
32014L0024__articolo__34,32014L0024,32014L0024,34,ok,18.0,5.0,7.0,55.0,15.0,0.0
32014L0024__articolo__35,32014L0024,32014L0024,35,ok,8.0,10.0,12.0,55.0,15.0,0.0
32014L0024__articolo__36,32014L0024,32014L0024,36,ok,5.0,0.0,10.0,60.0,20.0,5.0
32014L0024__articolo__37,32014L0024,32014L0024,37,ok,35.0,10.0,5.0,40.0,10.0,0.0
32014L0024__articolo__38,32014L0024,32014L0024,38,ok,5.0,0.0,0.0,90.0,0.0,5.0
32014L0024__articolo__39,32014L0024,32014L0024,39,ok,6.0,10.0,12.0,52.0,20.0,0.0
32014L0024__articolo__40,32014L0024,32014L0024,40,ok,10.0,0.0,20.0,70.0,0.0,0.0
32014L0024__articolo__41,32014L0024,32014L0024,41,ok,10.0,0.0,20.0,55.0,15.0,0.0
32014L0024__articolo__42,32014L0024,32014L0024,42,ok,10.0,0.0,15.0,45.0,25.0,5.0
32014L0024__articolo__43,32014L0024,32014L0024,43,ok,2.0,0.0,18.0,62.0,18.0,0.0
32014L0024__articolo__44,32014L0024,32014L0024,44,ok,5.0,0.0,25.0,45.0,25.0,0.0
32014L0024__articolo__45,32014L0024,32014L0024,45,ok,15.0,0.0,20.0,65.0,0.0,0.0
32014L0024__articolo__46,32014L0024,32014L0024,46,ok,10.0,0.0,20.0,45.0,15.0,10.0
32014L0024__articolo__47,32014L0024,32014L0024,47,ok,5.0,0.0,15.0,60.0,20.0,0.0
32014L0024__articolo__48,32014L0024,32014L0024,48,ok,12.0,0.0,18.0,45.0,20.0,5.0
32014L0024__articolo__49,32014L0024,32014L0024,49,ok,5.0,0.0,15.0,50.0,30.0,0.0
32014L0024__articolo__50,32014L0024,32014L0024,50,ok,0.0,0.0,15.0,70.0,15.0,0.0
32014L0024__articolo__51,32014L0024,32014L0024,51,ok,5.0,0.0,5.0,70.0,15.0,5.0
32014L0024__articolo__52,32014L0024,32014L0024,52,ok,5.0,0.0,20.0,40.0,35.0,0.0
32014L0024__articolo__53,32014L0024,32014L0024,53,ok,10.0,5.0,20.0,45.0,20.0,0.0
32014L0024__articolo__54,32014L0024,32014L0024,54,ok,5.0,10.0,15.0,60.0,10.0,0.0
32014L0024__articolo__55,32014L0024,32014L0024,55,ok,5.0,0.0,20.0,75.0,0.0,0.0
32014L0024__articolo__56,32014L0024,32014L0024,56,ok,20.0,10.0,10.0,25.0,25.0,10.0
32014L0024__articolo__57,32014L0024,32014L0024,57,ok,10.0,5.0,10.0,55.0,20.0,0.0
32014L0024__articolo__58,32014L0024,32014L0024,58,ok,20.0,0.0,10.0,50.0,10.0,10.0
32014L0024__articolo__59,32014L0024,32014L0024,59,ok,15.0,10.0,10.0,55.0,10.0,0.0
32014L0024__articolo__60,32014L0024,32014L0024,60,ok,10.0,5.0,15.0,45.0,25.0,0.0
32014L0024__articolo__61,32014L0024,32014L0024,61,ok,0.0,0.0,0.0,55.0,45.0,0.0
32014L0024__articolo__62,32014L0024,32014L0024,62,ok,15.0,0.0,25.0,40.0,20.0,0.0
32014L0024__articolo__63,32014L0024,32014L0024,63,ok,5.0,10.0,35.0,40.0,10.0,0.0
32014L0024__articolo__64,32014L0024,32014L0024,64,ok,22.0,3.0,10.0,40.0,18.0,7.0
32014L0024__articolo__65,32014L0024,32014L0024,65,ok,0.0,0.0,15.0,75.0,10.0,0.0
32014L0024__articolo__66,32014L0024,32014L0024,66,ok,10.0,0.0,15.0,45.0,30.0,0.0
32014L0024__articolo__67,32014L0024,32014L0024,67,ok,45.0,5.0,10.0,35.0,5.0,0.0
32014L0024__articolo__68,32014L0024,32014L0024,68,ok,20.0,0.0,10.0,45.0,20.0,5.0
32014L0024__articolo__69,32014L0024,32014L0024,69,ok,5.0,0.0,20.0,55.0,20.0,0.0
32014L0024__articolo__70,32014L0024,32014L0024,70,ok,0.0,0.0,20.0,50.0,30.0,0.0
32014L0024__articolo__71,32014L0024,32014L0024,71,ok,8.0,7.0,18.0,47.0,20.0,0.0
32014L0024__articolo__72,32014L0024,32014L0024,72,ok,10.0,5.0,45.0,15.0,5.0,20.0
32014L0024__articolo__73,32014L0024,32014L0024,73,ok,5.0,0.0,15.0,35.0,45.0,0.0
32014L0024__articolo__74,32014L0024,32014L0024,74,ok,0.0,20.0,0.0,30.0,50.0,0.0
32014L0024__articolo__75,32014L0024,32014L0024,75,ok,10.0,10.0,15.0,35.0,30.0,0.0
32014L0024__articolo__76,32014L0024,32014L0024,76,ok,45.0,0.0,0.0,55.0,0.0,0.0
32014L0024__articolo__77,32014L0024,32014L0024,77,ok,10.0,25.0,40.0,20.0,5.0,0.0
32014L0024__articolo__78,32014L0024,32014L0024,78,ok,0.0,45.0,10.0,15.0,30.0,0.0
32014L0024__articolo__79,32014L0024,32014L0024,79,ok,5.0,0.0,10.0,50.0,30.0,5.0
32014L0024__articolo__80,32014L0024,32014L0024,80,ok,10.0,25.0,20.0,35.0,10.0,0.0
32014L0024__articolo__81,32014L0024,32014L0024,81,ok,20.0,0.0,0.0,80.0,0.0,0.0
32014L0024__articolo__82,32014L0024,32014L0024,82,ok,5.0,0.0,0.0,90.0,5.0,0.0
32014L0024__articolo__83,32014L0024,32014L0024,83,ok,20.0,0.0,5.0,60.0,10.0,5.0
32014L0024__articolo__84,32014L0024,32014L0024,84,ok,8.0,7.0,10.0,60.0,15.0,0.0
32014L0024__articolo__85,32014L0024,32014L0024,85,ok,5.0,0.0,0.0,65.0,30.0,0.0
32014L0024__articolo__86,32014L0024,32014L0024,86,ok,15.0,0.0,0.0,45.0,35.0,5.0
32014L0024__articolo__87,32014L0024,32014L0024,87,ok,35.0,0.0,10.0,40.0,15.0,0.0
32014L0024__articolo__88,32014L0024,32014L0024,88,ok,0.0,0.0,25.0,45.0,25.0,5.0
32014L0024__articolo__89,32014L0024,32014L0024,89,ok,0.0,0.0,0.0,35.0,65.0,0.0
32014L0024__articolo__90,32014L0024,32014L0024,90,ok,5.0,0.0,35.0,45.0,10.0,5.0
32014L0024__articolo__91,32014L0024,32014L0024,91,ok,0.0,0.0,0.0,0.0,40.0,60.0
32014L0024__articolo__92,32014L0024,32014L0024,92,ok,5.0,0.0,0.0,45.0,20.0,30.0
32014L0024__articolo__93,32014L0024,32014L0024,93,ok,0.0,0.0,0.0,100.0,0.0,0.0
32014L0024__articolo__94,32014L0024,32014L0024,94,ok,0.0,100.0,0.0,0.0,0.0,0.0
32014L0025__articolo__1,32014L0025,32014L0025,1,ok,35.0,40.0,15.0,0.0,10.0,0.0
32014L0025__articolo__2,32014L0025,32014L0025,2,ok,15.0,0.0,5.0,0.0,25.0,55.0
32014L0025__articolo__3,32014L0025,32014L0025,3,ok,40.0,5.0,0.0,20.0,35.0,0.0
32014L0025__articolo__4,32014L0025,32014L0025,4,ok,35.0,20.0,15.0,0.0,25.0,5.0
32014L0025__articolo__5,32014L0025,32014L0025,5,ok,5.0,10.0,25.0,40.0,20.0,0.0
32014L0025__articolo__6,32014L0025,32014L0025,6,ok,10.0,15.0,20.0,20.0,25.0,10.0
32014L0025__articolo__7,32014L0025,32014L0025,7,ok,0.0,20.0,25.0,0.0,55.0,0.0
32014L0025__articolo__8,32014L0025,32014L0025,8,ok,5.0,35.0,55.0,5.0,0.0,0.0
32014L0025__articolo__9,32014L0025,32014L0025,9,ok,0.0,20.0,35.0,15.0,30.0,0.0
32014L0025__articolo__10,32014L0025,32014L0025,10,ok,0.0,55.0,35.0,0.0,10.0,0.0
32014L0025__articolo__11,32014L0025,32014L0025,11,ok,10.0,85.0,0.0,5.0,0.0,0.0
32014L0025__articolo__12,32014L0025,32014L0025,12,ok,0.0,100.0,0.0,0.0,0.0,0.0
32014L0025__articolo__13,32014L0025,32014L0025,13,ok,18.0,32.0,5.0,10.0,25.0,10.0
32014L0025__articolo__14,32014L0025,32014L0025,14,ok,0.0,90.0,0.0,0.0,10.0,0.0
32014L0025__articolo__15,32014L0025,32014L0025,15,ok,5.0,45.0,20.0,0.0,30.0,0.0
32014L0025__articolo__16,32014L0025,32014L0025,16,ok,18.0,8.0,14.0,54.0,6.0,0.0
32014L0025__articolo__17,32014L0025,32014L0025,17,ok,5.0,0.0,0.0,45.0,20.0,30.0
32014L0025__articolo__18,32014L0025,32014L0025,18,ok,0.0,70.0,15.0,15.0,0.0,0.0
32014L0025__articolo__19,32014L0025,32014L0025,19,ok,10.0,70.0,0.0,20.0,0.0,0.0
32014L0025__articolo__20,32014L0025,32014L0025,20,ok,5.0,55.0,15.0,10.0,15.0,0.0
32014L0025__articolo__21,32014L0025,32014L0025,21,ok,0.0,85.0,10.0,0.0,5.0,0.0
32014L0025__articolo__22,32014L0025,32014L0025,22,ok,0.0,55.0,20.0,0.0,25.0,0.0
32014L0025__articolo__23,32014L0025,32014L0025,23,ok,0.0,80.0,10.0,0.0,10.0,0.0
32014L0025__articolo__24,32014L0025,32014L0025,24,ok,0.0,40.0,60.0,0.0,0.0,0.0
32014L0025__articolo__25,32014L0025,32014L0025,25,ok,35.0,10.0,30.0,5.0,20.0,0.0
32014L0025__articolo__26,32014L0025,32014L0025,26,ok,5.0,20.0,40.0,10.0,25.0,0.0
32014L0025__articolo__27,32014L0025,32014L0025,27,ok,0.0,55.0,20.0,10.0,15.0,0.0
32014L0025__articolo__28,32014L0025,32014L0025,28,ok,5.0,55.0,10.0,20.0,10.0,0.0
32014L0025__articolo__29,32014L0025,32014L0025,29,ok,35.0,10.0,20.0,25.0,10.0,0.0
32014L0025__articolo__30,32014L0025,32014L0025,30,ok,0.0,25.0,55.0,0.0,20.0,0.0
32014L0025__articolo__31,32014L0025,32014L0025,31,ok,0.0,0.0,0.0,55.0,45.0,0.0
32014L0025__articolo__32,32014L0025,32014L0025,32,ok,0.0,70.0,30.0,0.0,0.0,0.0
32014L0025__articolo__33,32014L0025,32014L0025,33,ok,5.0,35.0,20.0,10.0,30.0,0.0
32014L0025__articolo__34,32014L0025,32014L0025,34,ok,5.0,35.0,30.0,15.0,15.0,0.0
32014L0025__articolo__35,32014L0025,32014L0025,35,ok,5.0,15.0,20.0,35.0,20.0,5.0
32014L0025__articolo__36,32014L0025,32014L0025,36,ok,70.0,10.0,5.0,15.0,0.0,0.0
32014L0025__articolo__37,32014L0025,32014L0025,37,ok,12.0,18.0,22.0,30.0,18.0,0.0
32014L0025__articolo__38,32014L0025,32014L0025,38,ok,5.0,15.0,40.0,20.0,20.0,0.0
32014L0025__articolo__39,32014L0025,32014L0025,39,ok,5.0,10.0,25.0,40.0,20.0,0.0
32014L0025__articolo__40,32014L0025,32014L0025,40,ok,12.0,4.0,18.0,48.0,8.0,10.0
32014L0025__articolo__41,32014L0025,32014L0025,41,ok,5.0,0.0,0.0,15.0,50.0,30.0
32014L0025__articolo__42,32014L0025,32014L0025,42,ok,15.0,0.0,0.0,85.0,0.0,0.0
32014L0025__articolo__43,32014L0025,32014L0025,43,ok,10.0,15.0,0.0,5.0,70.0,0.0
32014L0025__articolo__44,32014L0025,32014L0025,44,ok,12.0,0.0,18.0,30.0,25.0,15.0
32014L0025__articolo__45,32014L0025,32014L0025,45,ok,10.0,0.0,30.0,45.0,15.0,0.0
32014L0025__articolo__46,32014L0025,32014L0025,46,ok,5.0,0.0,10.0,80.0,5.0,0.0
32014L0025__articolo__47,32014L0025,32014L0025,47,ok,5.0,0.0,0.0,75.0,20.0,0.0
32014L0025__articolo__48,32014L0025,32014L0025,48,ok,18.0,4.0,10.0,58.0,10.0,0.0
32014L0025__articolo__49,32014L0025,32014L0025,49,ok,15.0,5.0,10.0,55.0,10.0,5.0
32014L0025__articolo__50,32014L0025,32014L0025,50,ok,5.0,10.0,60.0,20.0,5.0,0.0
32014L0025__articolo__51,32014L0025,32014L0025,51,ok,35.0,0.0,10.0,55.0,0.0,0.0
32014L0025__articolo__52,32014L0025,32014L0025,52,ok,15.0,5.0,15.0,55.0,10.0,0.0
32014L0025__articolo__53,32014L0025,32014L0025,53,ok,5.0,10.0,5.0,65.0,15.0,0.0
32014L0025__articolo__54,32014L0025,32014L0025,54,ok,5.0,0.0,8.0,72.0,15.0,0.0
32014L0025__articolo__55,32014L0025,32014L0025,55,ok,25.0,0.0,10.0,45.0,20.0,0.0
32014L0025__articolo__56,32014L0025,32014L0025,56,ok,25.0,0.0,5.0,70.0,0.0,0.0
32014L0025__articolo__57,32014L0025,32014L0025,57,ok,30.0,10.0,5.0,45.0,10.0,0.0
32014L0025__articolo__58,32014L0025,32014L0025,58,ok,10.0,0.0,15.0,75.0,0.0,0.0
32014L0025__articolo__59,32014L0025,32014L0025,59,ok,15.0,10.0,20.0,45.0,10.0,0.0
32014L0025__articolo__60,32014L0025,32014L0025,60,ok,5.0,0.0,15.0,45.0,25.0,10.0
32014L0025__articolo__61,32014L0025,32014L0025,61,ok,10.0,0.0,25.0,55.0,10.0,0.0
32014L0025__articolo__62,32014L0025,32014L0025,62,ok,15.0,5.0,20.0,45.0,15.0,0.0
32014L0025__articolo__63,32014L0025,32014L0025,63,ok,10.0,5.0,15.0,50.0,20.0,0.0
32014L0025__articolo__64,32014L0025,32014L0025,64,ok,0.0,10.0,25.0,65.0,0.0,0.0
32014L0025__articolo__65,32014L0025,32014L0025,65,ok,55.0,0.0,15.0,30.0,0.0,0.0
32014L0025__articolo__66,32014L0025,32014L0025,66,ok,0.0,0.0,0.0,75.0,25.0,0.0
32014L0025__articolo__67,32014L0025,32014L0025,67,ok,0.0,0.0,10.0,55.0,25.0,10.0
32014L0025__articolo__68,32014L0025,32014L0025,68,ok,10.0,0.0,0.0,70.0,20.0,0.0
32014L0025__articolo__69,32014L0025,32014L0025,69,ok,10.0,0.0,0.0,40.0,50.0,0.0
32014L0025__articolo__70,32014L0025,32014L0025,70,ok,5.0,0.0,20.0,45.0,25.0,5.0
32014L0025__articolo__71,32014L0025,32014L0025,71,ok,15.0,0.0,3.0,52.0,30.0,0.0
32014L0025__articolo__72,32014L0025,32014L0025,72,ok,0.0,0.0,15.0,35.0,50.0,0.0
32014L0025__articolo__73,32014L0025,32014L0025,73,ok,5.0,0.0,20.0,55.0,20.0,0.0
32014L0025__articolo__74,32014L0025,32014L0025,74,ok,0.0,0.0,0.0,80.0,20.0,0.0
32014L0025__articolo__75,32014L0025,32014L0025,75,ok,5.0,0.0,10.0,65.0,15.0,5.0
32014L0025__articolo__76,32014L0025,32014L0025,76,ok,18.0,8.0,14.0,34.0,18.0,8.0
32014L0025__articolo__77,32014L0025,32014L0025,77,ok,20.0,0.0,0.0,65.0,15.0,0.0
32014L0025__articolo__78,32014L0025,32014L0025,78,ok,25.0,0.0,15.0,60.0,0.0,0.0
32014L0025__articolo__79,32014L0025,32014L0025,79,ok,8.0,0.0,34.0,43.0,15.0,0.0
32014L0025__articolo__80,32014L0025,32014L0025,80,ok,5.0,10.0,15.0,15.0,55.0,0.0
32014L0025__articolo__81,32014L0025,32014L0025,81,ok,5.0,0.0,15.0,45.0,35.0,0.0
32014L0025__articolo__82,32014L0025,32014L0025,82,ok,35.0,5.0,10.0,40.0,10.0,0.0
32014L0025__articolo__83,32014L0025,32014L0025,83,ok,12.0,6.0,14.0,42.0,18.0,8.0
32014L0025__articolo__84,32014L0025,32014L0025,84,ok,5.0,0.0,20.0,45.0,25.0,5.0
32014L0025__articolo__85,32014L0025,32014L0025,85,ok,20.0,15.0,20.0,35.0,5.0,5.0
32014L0025__articolo__86,32014L0025,32014L0025,86,ok,12.0,18.0,25.0,30.0,15.0,0.0
32014L0025__articolo__87,32014L0025,32014L0025,87,ok,7.69,0.0,0.0,69.23,23.08,0.0
32014L0025__articolo__88,32014L0025,32014L0025,88,ok,10.0,12.0,22.0,43.0,13.0,0.0
32014L0025__articolo__89,32014L0025,32014L0025,89,ok,12.0,6.0,58.0,12.0,7.0,5.0
32014L0025__articolo__90,32014L0025,32014L0025,90,ok,20.0,0.0,40.0,25.0,15.0,0.0
32014L0025__articolo__91,32014L0025,32014L0025,91,ok,10.0,55.0,0.0,10.0,25.0,0.0
32014L0025__articolo__92,32014L0025,32014L0025,92,ok,10.0,15.0,15.0,40.0,20.0,0.0
32014L0025__articolo__93,32014L0025,32014L0025,93,ok,55.0,0.0,0.0,45.0,0.0,0.0
32014L0025__articolo__94,32014L0025,32014L0025,94,ok,25.0,20.0,35.0,15.0,5.0,0.0
32014L0025__articolo__95,32014L0025,32014L0025,95,ok,5.0,85.0,0.0,0.0,10.0,0.0
32014L0025__articolo__96,32014L0025,32014L0025,96,ok,5.0,0.0,10.0,60.0,25.0,0.0
32014L0025__articolo__97,32014L0025,32014L0025,97,ok,5.0,10.0,5.0,80.0,0.0,0.0
32014L0025__articolo__98,32014L0025,32014L0025,98,ok,0.0,0.0,0.0,95.0,5.0,0.0
32014L0025__articolo__99,32014L0025,32014L0025,99,ok,10.0,0.0,5.0,70.0,15.0,0.0
32014L0025__articolo__100,32014L0025,32014L0025,100,ok,5.0,0.0,5.0,80.0,10.0,0.0
32014L0025__articolo__101,32014L0025,32014L0025,101,ok,5.0,10.0,0.0,60.0,25.0,0.0
32014L0025__articolo__102,32014L0025,32014L0025,102,ok,35.0,0.0,0.0,40.0,20.0,5.0
32014L0025__articolo__103,32014L0025,32014L0025,103,ok,10.0,0.0,0.0,65.0,25.0,0.0
32014L0025__articolo__104,32014L0025,32014L0025,104,ok,0.0,0.0,20.0,40.0,20.0,20.0
32014L0025__articolo__105,32014L0025,32014L0025,105,ok,5.0,0.0,0.0,20.0,75.0,0.0
32014L0025__articolo__106,32014L0025,32014L0025,106,ok,5.0,0.0,35.0,40.0,15.0,5.0
32014L0025__articolo__107,32014L0025,32014L0025,107,ok,0.0,0.0,0.0,0.0,40.0,60.0
32014L0025__articolo__108,32014L0025,32014L0025,108,ok,10.0,0.0,0.0,45.0,30.0,15.0
32014L0025__articolo__109,32014L0025,32014L0025,109,ok,0.0,0.0,0.0,100.0,0.0,0.0
32014L0025__articolo__110,32014L0025,32014L0025,110,ok,100.0,0.0,0.0,0.0,0.0,0.0
