segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,lamf_L3,lamf_L4
dlgs_36_2023__articolo__11,dlgs_36_2023,dlgs_36_2023,articolo,11,ok,"[{""testo"": ""Articolo 11. Principio di applicazione dei contratti collettivi nazionali di settore"", ""layer"": ""L2"", ""motivo"": ""This is a codifying statutory rule that sets a general legal obligation within public procurement, not a mere implementing detail.""}, {""testo"": ""Al personale impiegato nei lavori, servizi e forniture oggetto di appalti pubblici e concessioni è applicato il contratto collettivo nazionale e territoriale"", ""layer"": ""L2"", ""motivo"": ""It establishes a general substantive rule on which collective agreement must apply in procurement and concessions.""}, {""testo"": ""Nei bandi e negli inviti le stazioni appaltanti e gli enti concedenti indicano il contratto collettivo applicabile"", ""layer"": ""L3"", ""motivo"": ""This specifies how the statutory principle must be operationalized in tender documents, which is implementing in nature.""}, {""testo"": ""prima di procedere all’affidamento o all’aggiudicazione"", ""layer"": ""L4"", ""motivo"": ""This is a procedural timing rule governing the concrete sequence of the award process.""}, {""testo"": ""acquisiscono la dichiarazione"", ""layer"": ""L4"", ""motivo"": ""This imposes a specific formal step to be completed by the contracting authority before award.""}, {""testo"": ""la dichiarazione è anche verificata con le modalità di cui all’articolo 110"", ""layer"": ""L4"", ""motivo"": ""This is a detailed procedural cross-reference governing verification mechanics.""}, {""testo"": ""in tutti i casi, che le medesime tutele normative ed economiche siano garantite ai lavoratori in subappalto"", ""layer"": ""L3"", ""motivo"": ""This operationalizes the general protection principle by extending it to subcontracting relationships.""}, {""testo"": ""la stazione appaltante trattiene dal certificato di pagamento l’importo corrispondente all’inadempienza"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete enforcement mechanism with a specific payment consequence.""}, {""testo"": ""una ritenuta dello 0,50 per cento"", ""layer"": ""L4"", ""motivo"": ""This is a numerical operational rule typical of detailed procedural regulation.""}, {""testo"": ""entro i successivi quindici giorni"", ""layer"": ""L4"", ""motivo"": ""This sets a precise deadline, which is a classic operational provision.""}, {""testo"": ""la stazione appaltante paga anche in corso d’opera direttamente ai lavoratori le retribuzioni arretrate"", ""layer"": ""L4"", ""motivo"": ""This provides a specific enforcement remedy and payment procedure in case of noncompliance.""}]",0.0,20.0,10.0,70.0
dlgs_36_2023__articolo__12,dlgs_36_2023,dlgs_36_2023,articolo,12,ok,"[{""testo"": ""Per quanto non espressamente previsto nel codice"", ""layer"": ""L2"", ""motivo"": ""This is a codifying cross-reference clause that operates within the legislative code and defines the residual legal framework.""}, {""testo"": ""alle procedure di affidamento e alle altre attività amministrative in materia di contratti si applicano le disposizioni di cui alla legge 7 agosto 1990, n. 241"", ""layer"": ""L2"", ""motivo"": ""It directs the application of an ordinary law to procurement procedures, which is a codification-level rule of legal coordination rather than an implementing detail.""}, {""testo"": ""alla stipula del contratto e alla fase di esecuzione si applicano le disposizioni del codice civile"", ""layer"": ""L2"", ""motivo"": ""It incorporates the Civil Code as the governing source for contract formation and performance, a general normative reference typical of codifying legislation.""}]",0.0,100.0,0.0,0.0
dlgs_36_2023__articolo__13,dlgs_36_2023,dlgs_36_2023,articolo,13,ok,"[{""testo"": ""Con regolamento del Ministro degli affari esteri e della cooperazione internazionale"", ""layer"": ""L3"", ""motivo"": ""This delegates implementation to a ministerial regulation, which is a classic secondary normative act specifying how the code operates in a particular context.""}, {""testo"": ""ai sensi dell’articolo 17, comma 3, della legge 23 agosto 1988, n. 400"", ""layer"": ""L1"", ""motivo"": ""This refers to the enabling framework for regulatory powers, showing a primary-level norm that authorizes secondary rule-making.""}, {""testo"": ""tenuto conto dei principi fondamentali del presente codice"", ""layer"": ""L1"", ""motivo"": ""This anchors the provision in fundamental principles, which belong to the primary normative level.""}, {""testo"": ""Le disposizioni del codice si applicano ai contratti di appalto e di concessione"", ""layer"": ""L2"", ""motivo"": ""This is a codifying rule defining the general scope of application of the procurement code.""}, {""testo"": ""Le disposizioni del codice non si applicano ai contratti esclusi"", ""layer"": ""L2"", ""motivo"": ""This establishes a general legal exclusion within the code’s transposition/codification framework.""}, {""testo"": ""Le definizioni del codice sono contenute nell’allegato I.1"", ""layer"": ""L4"", ""motivo"": ""This points to detailed definitional content in an annex, which functions as operational specification of the code.""}, {""testo"": ""L’allegato I.12 individua le modalità di affidamento"", ""layer"": ""L4"", ""motivo"": ""This refers to concrete procedural modalities, which are detailed operational rules.""}, {""testo"": ""sono disciplinate, le procedure di scelta del contraente e l'esecuzione del contratto da svolgersi all'estero"", ""layer"": ""L3"", ""motivo"": ""This is an implementing clause that assigns regulatory discipline to the procedures, rather than setting the procedures itself.""}, {""testo"": ""L’affidamento dei contratti ... avviene tenendo conto dei principi di cui agli articoli 1, 2 e 3"", ""layer"": ""L2"", ""motivo"": ""This is a general application rule within the code, linking a specific category of contracts to the code’s overarching legal principles.""}, {""testo"": ""opere di urbanizzazione a scomputo totale o parziale del contributo"", ""layer"": ""L4"", ""motivo"": ""This contains a technical-operational criterion that governs a specific procurement mechanism in practical terms.""}]",10.0,55.0,15.0,20.0
dlgs_36_2023__articolo__14,dlgs_36_2023,dlgs_36_2023,articolo,14,ok,"[{""testo"": ""Le soglie di cui al presente articolo sono periodicamente rideterminate con provvedimento della Commissione europea"", ""layer"": ""L3"", ""motivo"": ""This assigns a regulatory/implementing function because it delegates periodic updating of the thresholds to an external institutional act.""}, {""testo"": ""il calcolo dell’importo stimato di un appalto pubblico di lavori, servizi e forniture è basato sull'importo totale pagabile"", ""layer"": ""L3"", ""motivo"": ""This is an operational rule specifying the method for calculating estimated value, which implements the code's general framework.""}, {""testo"": ""Il calcolo tiene conto dell'importo massimo stimato"", ""layer"": ""L4"", ""motivo"": ""This is a detailed technical criterion for computation, setting a concrete operational parameter.""}, {""testo"": ""l’importo mensile moltiplicato per quarantotto"", ""layer"": ""L4"", ""motivo"": ""This is a precise numerical formula typical of procedural-operational norms.""}, {""testo"": ""euro 5.382.000"", ""layer"": ""L4"", ""motivo"": ""This is a hard numerical threshold directly governing application of procurement rules.""}, {""testo"": ""euro 80.000 per le forniture o i servizi, oppure a euro 1.000.000 per i lavori"", ""layer"": ""L4"", ""motivo"": ""This sets specific derogation thresholds and therefore belongs to detailed operational regulation.""}, {""testo"": ""l’importo cumulato dei lotti è pari o superiore alle soglie"", ""layer"": ""L4"", ""motivo"": ""This establishes a concrete trigger condition for applying the code to each lot.""}, {""testo"": ""l’importo massimo stimato al netto dell'IVA del complesso dei contratti previsti"", ""layer"": ""L4"", ""motivo"": ""This is a precise calculation rule for a specific procurement technique, with direct procedural effect.""}, {""testo"": ""I contratti che hanno per oggetto due o più tipi di prestazioni sono aggiudicati secondo le disposizioni applicabili al tipo di appalto che ne costituisce l'oggetto principale"", ""layer"": ""L2"", ""motivo"": ""This codifies a general legal rule for mixed contracts, defining the applicable regime in a structured way.""}, {""testo"": ""L'operatore economico che concorre ... deve possedere i requisiti di qualificazione e capacità"", ""layer"": ""L2"", ""motivo"": ""This establishes a general obligation and qualification rule within the codified procurement framework.""}]",0.0,10.0,15.0,75.0
dlgs_36_2023__articolo__15,dlgs_36_2023,dlgs_36_2023,articolo,15,ok,"[{""testo"": ""Responsabile unico del progetto (RUP)"", ""layer"": ""L2"", ""motivo"": ""The article is a codifying statutory rule that defines the central procurement role and its legal status within the Code.""}, {""testo"": ""le stazioni appaltanti e gli enti concedenti nominano"", ""layer"": ""L2"", ""motivo"": ""This is a general legal obligation imposed by the code on contracting authorities, which is characteristic of codification norms.""}, {""testo"": ""L’ufficio di RUP è obbligatorio e non può essere rifiutato"", ""layer"": ""L2"", ""motivo"": ""The provision establishes a binding legal duty and institutional rule, not a mere operational detail.""}, {""testo"": ""in possesso dei requisiti di cui all’allegato I.2"", ""layer"": ""L3"", ""motivo"": ""The reference to an annex specifying requirements shows an implementing/operational specification of the statutory rule.""}, {""testo"": ""un corrispondente regolamento adottato ai sensi dell’articolo 17, comma 3, della legge 23 agosto 1988, n. 400"", ""layer"": ""L3"", ""motivo"": ""This expressly points to a secondary regulatory act that will replace and operationalize the annex.""}, {""testo"": ""non superiore all’1 per cento dell’importo posto a base di gara"", ""layer"": ""L4"", ""motivo"": ""This is a precise numerical operational limit typical of procedural/detail-level norms.""}, {""testo"": ""Il nominativo del RUP è indicato nel bando o nell’avviso di indizione della gara"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete publication/formality requirement for the procurement procedure.""}, {""testo"": ""in caso di mancata nomina del RUP"", ""layer"": ""L4"", ""motivo"": ""This sets a specific fallback mechanism for a procedural failure, which is an operational rule.""}]",0.0,85.0,5.0,10.0
dlgs_36_2023__articolo__16,dlgs_36_2023,dlgs_36_2023,articolo,16,ok,"[{""testo"": ""principio della fiducia"", ""layer"": ""L1"", ""motivo"": ""This invokes a general guiding principle of the administrative system, showing a primary normative function rather than a detailed operational rule.""}, {""testo"": ""per preservare la funzionalità dell’azione amministrativa"", ""layer"": ""L1"", ""motivo"": ""This expresses a broad constitutional-administrative rationale that frames the rule at a foundational level.""}, {""testo"": ""Si ha conflitto di interessi quando"", ""layer"": ""L2"", ""motivo"": ""This provides the statutory definition of the legal concept, typical of codifying legislation that establishes rights and duties.""}, {""testo"": ""ha direttamente o indirettamente un interesse finanziario, economico o altro interesse personale"", ""layer"": ""L2"", ""motivo"": ""This defines the substantive legal test for the conflict of interest, which is characteristic of codified primary legislation.""}, {""testo"": ""deve essere provata da chi invoca il conflitto"", ""layer"": ""L3"", ""motivo"": ""This allocates the burden of proof and specifies how the rule is to be applied in practice, which is an implementing function.""}, {""testo"": ""sulla base di presupposti specifici e documentati"", ""layer"": ""L3"", ""motivo"": ""This adds an operational evidentiary standard that concretizes the statutory rule.""}, {""testo"": ""ne dà comunicazione alla stazione appaltante o all’ente concedente e si astiene"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete procedural duty and a specific behavioral consequence, which is detailed operational regulation.""}, {""testo"": ""Le stazioni appaltanti adottano misure adeguate per individuare, prevenire e risolvere"", ""layer"": ""L4"", ""motivo"": ""This prescribes an actionable compliance mechanism for contracting authorities, making it a procedural-operational norm.""}, {""testo"": ""vigilano affinché gli adempimenti di cui al comma 3 siano rispettati"", ""layer"": ""L4"", ""motivo"": ""This establishes a monitoring and enforcement obligation, which is a detailed implementation rule.""}]",20.0,35.0,15.0,30.0
dlgs_36_2023__articolo__17,dlgs_36_2023,dlgs_36_2023,articolo,17,ok,"[{""testo"": ""the decision to contract"", ""layer"": ""L2"", ""motivo"": ""This is a codified general rule on how contracting authorities must formally initiate procurement procedures and define essential contractual elements.""}, {""testo"": ""the criteria for selecting economic operators and offers"", ""layer"": ""L2"", ""motivo"": ""It sets substantive procedural obligations of general application within the procurement code, not merely technical implementation.""}, {""testo"": ""the procedures are concluded within the terms indicated in Annex I.3"", ""layer"": ""L3"", ""motivo"": ""This delegates operational timing details to an implementing annex, which functions as regulatory specification of the code.""}, {""testo"": ""a corresponding regulation issued pursuant to Article 17, paragraph 1, of Law 23 August 1988, no. 400"", ""layer"": ""L3"", ""motivo"": ""The text expressly refers to a secondary regulatory act that will replace the annex, showing an implementing-regulatory function.""}, {""testo"": ""in case of direct award"", ""layer"": ""L4"", ""motivo"": ""This introduces a specific procedural sub-case with detailed operational requirements for the award act.""}, {""testo"": ""the object, the amount and the contractor"", ""layer"": ""L4"", ""motivo"": ""These are concrete mandatory contents of the act, reflecting detailed formal requirements.""}, {""testo"": ""one single offer"", ""layer"": ""L4"", ""motivo"": ""This is a precise procedural constraint governing how many offers each bidder may submit.""}, {""testo"": ""for one hundred and eighty days"", ""layer"": ""L4"", ""motivo"": ""This is a numerical deadline, typical of operational procedural norms.""}, {""testo"": ""silence as non-performance"", ""layer"": ""L4"", ""motivo"": ""This establishes a specific enforcement consequence tied to exceeding procedural deadlines.""}, {""testo"": ""the contract is signed according to Article 18"", ""layer"": ""L4"", ""motivo"": ""It refers to the next procedural step in a detailed sequence of procurement operations.""}, {""testo"": ""execution of the contract may begin, even before signing"", ""layer"": ""L4"", ""motivo"": ""This is a concrete operational rule governing the timing of contract performance.""}, {""testo"": ""urgent execution"", ""layer"": ""L4"", ""motivo"": ""The provision specifies exceptional conditions for immediate performance, which is a detailed procedural mechanism.""}, {""testo"": ""events objectively unforeseeable"", ""layer"": ""L4"", ""motivo"": ""This is a factual threshold used to trigger a specific operational consequence.""}, {""testo"": ""the loss of European Union funding"", ""layer"": ""L4"", ""motivo"": ""This is a concrete enforcement-related condition illustrating the practical trigger for urgent execution.""}, {""testo"": ""the pending litigation can never justify suspension"", ""layer"": ""L4"", ""motivo"": ""This is a detailed procedural rule limiting the effect of litigation on the procurement process.""}]",0.0,35.0,10.0,55.0
dlgs_36_2023__articolo__18,dlgs_36_2023,dlgs_36_2023,articolo,18,ok,"[{""testo"": ""in modalità elettronica nel rispetto delle pertinenti disposizioni del codice dell'amministrazione digitale"", ""layer"": ""L1"", ""motivo"": ""This refers to compliance with a broader enabling legal framework (the Digital Administration Code), which sits above the procurement rule itself.""}, {""testo"": ""ai sensi del regolamento UE n.910/2014"", ""layer"": ""L1"", ""motivo"": ""The reference to an EU regulation shows a higher-level normative source that frames the national procurement rule.""}, {""testo"": ""Il contratto è stipulato, a pena di nullità, in forma scritta"", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory rule defining a general legal requirement and its sanction within the procurement code.""}, {""testo"": ""Divenuta efficace l’aggiudicazione"", ""layer"": ""L2"", ""motivo"": ""This establishes a general procedural condition for contract formation, typical of codifying legislation rather than mere implementation.""}, {""testo"": ""Il contratto non può essere stipulato prima di trentacinque giorni"", ""layer"": ""L4"", ""motivo"": ""This is a precise procedural deadline, characteristic of detailed operational regulation.""}, {""testo"": ""entro i successivi sessanta giorni"", ""layer"": ""L4"", ""motivo"": ""This sets a specific time limit for action, which is a classic procedural-operational norm.""}, {""testo"": ""da effettuarsi entro trenta giorni dalla stipula"", ""layer"": ""L4"", ""motivo"": ""This is a concrete deadline governing an administrative step, so it belongs to the operational level.""}, {""testo"": ""Con la tabella di cui all’allegato I.4 al codice è individuato il valore dell’imposta di bollo"", ""layer"": ""L3"", ""motivo"": ""An annex/table specifying how a statutory rule is applied functions as implementing/regulatory detail.""}, {""testo"": ""In sede di prima applicazione del codice, l’allegato I.4 è abrogato"", ""layer"": ""L3"", ""motivo"": ""This transitional implementation clause coordinates the application of the code and a future ministerial decree.""}]",10.0,20.0,15.0,55.0
dlgs_36_2023__articolo__19,dlgs_36_2023,dlgs_36_2023,articolo,19,ok,"[{""testo"": ""the principles and provisions of the digital administration code"", ""layer"": ""L1"", ""motivo"": ""This refers to a higher-level enabling/cross-cutting legal framework that conditions the procurement rules rather than detailing their operation.""}, {""testo"": ""principles of technological neutrality, transparency, as well as protection of personal data and cybersecurity"", ""layer"": ""L1"", ""motivo"": ""These are fundamental regulatory principles that structure the whole digital procurement regime.""}, {""testo"": ""exercise of the function of coordination of information, statistical and IT data"", ""layer"": ""L1"", ""motivo"": ""This is a constitutional allocation of competence, which belongs to the primary normative level.""}, {""testo"": ""In implementation of the principle of single submission"", ""layer"": ""L2"", ""motivo"": ""This is a codified rule that operationalizes a general legal principle within the sectoral code.""}, {""testo"": ""activities and administrative procedures connected to the life cycle of public contracts are carried out digitally"", ""layer"": ""L2"", ""motivo"": ""It establishes a general legal obligation and procedural framework typical of codification norms.""}, {""testo"": ""according to the provisions of this code and of the code referred to in Legislative Decree No. 82 of 2005"", ""layer"": ""L2"", ""motivo"": ""This shows the provision is embedded in a legislative-decree level system of codified rules.""}, {""testo"": ""the data and information ... are managed and made available in open format"", ""layer"": ""L2"", ""motivo"": ""This sets a general substantive obligation, not merely a technical implementation detail.""}, {""testo"": ""adopt the necessary organizational measures and revision of internal processes and regulations"", ""layer"": ""L3"", ""motivo"": ""This specifies implementing behavior and internal adaptation measures, which are characteristic of regulatory/implementing norms.""}, {""testo"": ""through the interoperability technologies of information systems"", ""layer"": ""L3"", ""motivo"": ""This points to operational implementation modalities that depend on technical-regulatory specification.""}, {""testo"": ""assure the training of staff, guaranteeing constant updating"", ""layer"": ""L3"", ""motivo"": ""This is an implementation requirement directed at organizational compliance rather than a primary legal rule.""}, {""testo"": ""the platforms used are accessible within the limits of Article 35"", ""layer"": ""L4"", ""motivo"": ""This is a detailed operational constraint tied to a specific procedural limit.""}, {""testo"": ""the managers of the platforms ensure compliance with the technical rules of Article 26"", ""layer"": ""L4"", ""motivo"": ""This is a concrete technical-compliance obligation, typical of the procedural-operational level.""}]",35.0,45.0,15.0,5.0
dlgs_36_2023__articolo__20,dlgs_36_2023,dlgs_36_2023,articolo,20,ok,"[{""testo"": ""Principi in materia di trasparenza"", ""layer"": ""L1"", ""motivo"": ""The provision is framed as a general principle, which is characteristic of primary normative guidance.""}, {""testo"": ""Fermi restando gli obblighi di pubblicità legale"", ""layer"": ""L1"", ""motivo"": ""It preserves a pre-existing legal framework and operates at a foundational level rather than setting detailed procedures.""}, {""testo"": ""sono pubblicati secondo quanto stabilito dal decreto legislativo 14 marzo 2013, n. 33"", ""layer"": ""L2"", ""motivo"": ""This cross-reference to a legislative decree shows reliance on codified secondary legislation governing the transparency regime.""}, {""testo"": ""Le regioni e le province autonome assicurano la trasparenza"", ""layer"": ""L2"", ""motivo"": ""It allocates a general legal duty to public authorities within the statutory framework, without operational detail.""}, {""testo"": ""Le comunicazioni e l’interscambio di dati"", ""layer"": ""L3"", ""motivo"": ""This sets an implementing rule on how information exchange must occur, specifying the operational modality of the transparency system.""}, {""testo"": ""nel rispetto del principio di unicità del luogo di pubblicazione"", ""layer"": ""L3"", ""motivo"": ""It introduces an application rule that structures the publication process, typical of regulatory implementation.""}, {""testo"": ""i dati, le informazioni e gli atti relativi ai contratti pubblici sono indicati nell’articolo 28"", ""layer"": ""L4"", ""motivo"": ""This is a detailed operational reference identifying the exact items subject to publication.""}, {""testo"": ""sono pubblicati"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete publication obligation, which is a procedural requirement at the operational level.""}]",35.0,25.0,30.0,10.0
dlgs_36_2023__articolo__21,dlgs_36_2023,dlgs_36_2023,articolo,21,ok,"[{""testo"": ""the digital lifecycle of public contracts"", ""layer"": ""L2"", ""motivo"": ""It states a general statutory framework element within the procurement code, defining the overall legal architecture rather than operational details.""}, {""testo"": ""are managed, in compliance with the provisions of the digital administration code"", ""layer"": ""L2"", ""motivo"": ""This is a codifying cross-reference to another legislative decree that sets general legal obligations and procedures.""}, {""testo"": ""through digital platforms and services that are interoperable"", ""layer"": ""L3"", ""motivo"": ""It introduces an implementing requirement about the operational mode of application, specifying the technical means to be used.""}, {""testo"": ""as indicated in article 22"", ""layer"": ""L3"", ""motivo"": ""This delegates the concrete specification to a further implementing provision, which is characteristic of regulatory/operational norms.""}, {""testo"": ""proceed at the start of the procedure according to the provisions of the code"", ""layer"": ""L3"", ""motivo"": ""It directs conduct by reference to procedural implementation rules, without itself setting detailed deadlines or forms.""}, {""testo"": ""article 3 of law 13 August 2010, no. 136"", ""layer"": ""L1"", ""motivo"": ""The reference to a general anti-traceability law supports a primary normative framework, but only marginally compared with the codified procurement rules.""}]",10.0,70.0,20.0,0.0
dlgs_36_2023__articolo__22,dlgs_36_2023,dlgs_36_2023,articolo,22,ok,"[{""testo"": ""“Ecosistema nazionale di approvvigionamento digitale”"", ""layer"": ""L1"", ""motivo"": ""This establishes a general national framework concept for digital procurement, indicating a foundational organizing norm rather than an operational rule.""}, {""testo"": ""“di cui all’articolo 23 e dalle piattaforme di approvvigionamento digitale utilizzate dalle stazioni appaltanti di cui all’articolo 25”"", ""layer"": ""L1"", ""motivo"": ""The cross-references show a structural delegation to other provisions within the code, typical of primary framework norms.""}, {""testo"": ""“sono costituite dalle piattaforme e dai servizi digitali infrastrutturali abilitanti la gestione del ciclo di vita dei contratti pubblici”"", ""layer"": ""L2"", ""motivo"": ""This codifies the legal architecture of the procurement ecosystem in a legislative provision, defining the system’s scope and legal organization.""}, {""testo"": ""“Le piattaforme e i servizi digitali di cui al comma 1 consentono, in particolare”"", ""layer"": ""L2"", ""motivo"": ""The provision sets out general legal functions and entitlements of the digital platforms, which is characteristic of codifying norms.""}, {""testo"": ""“Le basi di dati di interesse nazionale alimentano l’ecosistema nazionale di approvvigionamento digitale”"", ""layer"": ""L3"", ""motivo"": ""This specifies an implementing interconnection rule between national databases and the ecosystem, operationalizing the higher-level framework.""}, {""testo"": ""“la redazione o l’acquisizione degli atti in formato nativo digitale”"", ""layer"": ""L4"", ""motivo"": ""This is a concrete procedural requirement describing a specific technical mode of document handling.""}, {""testo"": ""“la pubblicazione e la trasmissione dei dati e documenti alla Banca dati nazionale dei contratti pubblici”"", ""layer"": ""L4"", ""motivo"": ""This prescribes a detailed operational obligation on publication and transmission, which is procedural in nature.""}, {""testo"": ""“la presentazione delle offerte”"", ""layer"": ""L4"", ""motivo"": ""This identifies a specific step in the procurement procedure, reflecting operational rules for tender submission.""}]",10.0,35.0,15.0,40.0
dlgs_36_2023__articolo__23,dlgs_36_2023,dlgs_36_2023,articolo,23,ok,"[{""testo"": ""L’ANAC è titolare in via esclusiva della Banca dati nazionale dei contratti pubblici"", ""layer"": ""L2"", ""motivo"": ""This is a codifying statutory rule that allocates institutional responsibility within the public procurement framework.""}, {""testo"": ""di cui all’articolo 62-bis del codice dell'amministrazione digitale"", ""layer"": ""L1"", ""motivo"": ""The provision relies on and connects to a higher-level enabling legal framework, showing a primary-norm linkage rather than detailed implementation.""}, {""testo"": ""Con proprio provvedimento l’ANAC individua le sezioni in cui si articola la banca dati"", ""layer"": ""L3"", ""motivo"": ""This delegates operational specification to ANAC through implementing acts, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""sono tenuti ad accreditarsi"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete procedural obligation on operators, reflecting operational rather than general regulatory content.""}, {""testo"": ""nel rispetto delle linee guida dell’Agenzia per l’Italia digitale (AGID) in materia di interoperabilità"", ""layer"": ""L3"", ""motivo"": ""Reference to AGID guidelines indicates soft-law implementation that specifies how the primary rule must be applied.""}, {""testo"": ""Con proprio provvedimento l’ANAC individua le informazioni"", ""layer"": ""L3"", ""motivo"": ""The rule leaves the detailed content of reporting obligations to a subsequent administrative act, which is implementing in nature.""}, {""testo"": ""individua i tempi entro i quali"", ""layer"": ""L4"", ""motivo"": ""Setting deadlines is a classic procedural-detail function belonging to the operational level.""}, {""testo"": ""l’omissione di informazioni richieste"", ""layer"": ""L4"", ""motivo"": ""This defines a specific breach and its enforcement consequence, which is a detailed operational norm.""}]",10.0,55.0,20.0,15.0
dlgs_36_2023__articolo__24,dlgs_36_2023,dlgs_36_2023,articolo,24,ok,"[{""testo"": ""Articolo 24. Fascicolo virtuale dell'operatore economico."", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory provision within the procurement code, defining a general legal instrument and its core function.""}, {""testo"": ""consente la verifica dell'assenza delle cause di esclusione"", ""layer"": ""L2"", ""motivo"": ""It establishes a general rule on how exclusion grounds are checked within procurement procedures.""}, {""testo"": ""Il fascicolo virtuale dell'operatore economico è utilizzato per la partecipazione alle procedure di affidamento disciplinate dal codice."", ""layer"": ""L2"", ""motivo"": ""This sets a general operational rule embedded in the code, not a mere technical detail.""}, {""testo"": ""mediante interoperabilità"", ""layer"": ""L3"", ""motivo"": ""This specifies the implementing modality for updating and exchanging data across databases.""}, {""testo"": ""L'ANAC garantisce l'accessibilità al fascicolo virtuale"", ""layer"": ""L3"", ""motivo"": ""This assigns an implementing role to ANAC in managing access to the system.""}, {""testo"": ""L'ANAC può predisporre elenchi aggiornati"", ""layer"": ""L3"", ""motivo"": ""This is an operational implementing power that details how the system may be used in practice.""}, {""testo"": ""entro sessanta giorni dalla data di entrata in vigore del codice"", ""layer"": ""L4"", ""motivo"": ""This is a precise procedural deadline, characteristic of operational norms.""}, {""testo"": ""le tipologie di dati da inserire nel fascicolo virtuale"", ""layer"": ""L4"", ""motivo"": ""This is a detailed technical specification of the data set to be included.""}, {""testo"": ""è obbligatoria la verifica attraverso la Banca dati nazionale dei contratti pubblici"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete verification mechanism and formal operational requirement.""}]",0.0,70.0,20.0,10.0
