Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32015L0849R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32016L0343R(01),EP_Council,ordinary_legislative,82.0,obligation,ok
32017D0684,EP_Council,ordinary_legislative,194.0,obligation,ok
32018L1972R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32018R1999R(06),EP_Council,ordinary_legislative,194.0,obligation,ok
32020R1055,EP_Council,ordinary_legislative,91.0,obligation,ok
32020R1055R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32022L2380,EP_Council,ordinary_legislative,114.0,technical_standard,ok
32022L2555R(07),EP_Council,ordinary_legislative,114.0,obligation,ok
32022R2554R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32023D2784,Council,other,,other,ok
32023R2418R(01),EP_Council,ordinary_legislative,173.0,other,ok
32024R1183R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1309,EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1309R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32025D0222,Other,other,127.0,obligation,ok
32025R0037R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
31986R4057,Council,ordinary_legislative,84.0,prohibition,ok
31989D0694,Council,other,235.0,other,ok
31991R0442,Commission_implementing,delegated_implementing,,technical_standard,ok
31994R0754,Commission_other,delegated_implementing,,technical_standard,ok
32010L0040R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32012L0013,EP_Council,ordinary_legislative,82.0,obligation,ok
32012R0236,EP_Council,ordinary_legislative,114.0,prohibition,ok
32012R0236R(01),EP_Council,ordinary_legislative,114.0,prohibition,ok
32013D1313R(02),EP_Council,ordinary_legislative,196.0,obligation,ok
32014L0053R(02),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014R0909R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32017R1539,Other,other,,technical_standard,ok
32018L1808,EP_Council,ordinary_legislative,53.0,obligation,ok
32018L1972,EP_Council,ordinary_legislative,114.0,obligation,ok
32019D0038,Other,other,,obligation,ok
32019R0630,EP_Council,ordinary_legislative,114.0,obligation,ok
32019R2175,EP_Council,ordinary_legislative,114.0,other,ok
32019R2175R(01),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32020R1530,EP_Council,ordinary_legislative,91.0,obligation,ok
32022L2556,EP_Council,ordinary_legislative,114.0,obligation,ok
32022R0612,EP_Council,ordinary_legislative,114.0,obligation,ok
32023L1791R(03),EP_Council,ordinary_legislative,194.0,obligation,ok
32024L1275R(02),EP_Council,ordinary_legislative,194.0,obligation,ok
32024L1640R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
31990H0543,Council,recommendation,,recommendation,ok
31997R2184,Commission_other,delegated_implementing,,technical_standard,ok
31997R2184R(01),Commission_other,delegated_implementing,,technical_standard,ok
32010L0040,EP_Council,ordinary_legislative,91.0,obligation,ok
32014L0051,EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0051R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32016L2370,EP_Council,ordinary_legislative,91.0,obligation,ok
32020R1543,EP_Council,ordinary_legislative,78.0,obligation,ok
32021O0835,Other,other,127.0,obligation,ok
32021R0782,EP_Council,ordinary_legislative,91.0,obligation,ok
32021R0782R(05),EP_Council,ordinary_legislative,91.0,obligation,ok
32022L2555R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32022L2555R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32022R2554R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024L1275,EP_Council,ordinary_legislative,194.0,obligation,ok
31989L0117,Council,other,54.0,obligation,ok
31990R3916,Council,ordinary_legislative,75.0,obligation,ok
32003R1991,Commission_other,delegated_implementing,,prohibition,ok
32013D1313R(01),EP_Council,ordinary_legislative,196.0,obligation,ok
32014D0018,Council,other,,other,ok
32016L1919,EP_Council,ordinary_legislative,82.0,obligation,ok
32017R1084R(01),Commission_other,delegated_implementing,107.0,prohibition,ok
32018L1972R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0881R(05),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R1148,EP_Council,ordinary_legislative,114.0,prohibition,ok
32020R1055R(02),EP_Council,ordinary_legislative,91.0,obligation,ok
32021R0023,EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0697,EP_Council,ordinary_legislative,173.0,obligation,ok
32021R0782R(02),EP_Council,ordinary_legislative,91.0,obligation,ok
31970R1107,Council,other,,other,ok
31977Q1231,Council,other,,obligation,ok
31987H0371R(01),Council,recommendation,,recommendation,ok
31988H0611,Council,recommendation,235.0,recommendation,ok
31989L0647,Council,ordinary_legislative,57.0,obligation,ok
31990L0435,Council,ordinary_legislative,100.0,obligation,ok
31993R0095,Council,ordinary_legislative,84.0,obligation,ok
31996L0038,Commission_other,delegated_implementing,,technical_standard,ok
32008D0712,Council,other,,other,ok
32008R0766,EP_Council,ordinary_legislative,135.0,obligation,ok
32011R1077,EP_Council,ordinary_legislative,,obligation,ok
32013D0656,Council,other,,obligation,ok
32014R0538,EP_Council,ordinary_legislative,338.0,obligation,ok
32015D2240,EP_Council,ordinary_legislative,172.0,obligation,ok
32016D1634,Council,other,,other,ok
32021R1814,Other,other,132.0,obligation,ok
32024L1385,EP_Council,ordinary_legislative,,obligation,ok
62007CJ0570,Court,judgment,49.0,judicial_ruling,ok
31968R1016,Commission_other,other,,technical_standard,ok
31977D0270,Council,other,,other,ok
31977D0706,Council,other,103.0,obligation,ok
31978D0174,Council,other,75.0,other,ok
31987D0095,Council,other,235.0,technical_standard,ok
31987L0344,Council,ordinary_legislative,57.0,obligation,ok
31989L0048,Council,ordinary_legislative,57.0,obligation,ok
31989L0336,Council,ordinary_legislative,100.0,technical_standard,ok
31993L0022,Council,ordinary_legislative,57.0,obligation,ok
31996L0036,Commission_other,delegated_implementing,,technical_standard,ok
31999R2157,Other,other,110.0,obligation,ok
32013R0462R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32013R0525,EP_Council,ordinary_legislative,192.0,obligation,ok
32014R0234,EP_Council,ordinary_legislative,207.0,obligation,ok
32014R0235,EP_Council,ordinary_legislative,209.0,obligation,ok
32016L2284,EP_Council,ordinary_legislative,192.0,obligation,ok
32017D2380,EP_Council,ordinary_legislative,91.0,obligation,ok
32021D0942,Commission_implementing,delegated_implementing,,technical_standard,ok
32022R0585,EP_Council,ordinary_legislative,78.0,obligation,ok
62006CJ0341,Court,judgment,,judicial_ruling,ok
31971L0305,Council,other,,obligation,ok
31972R0516,Council,other,75.0,obligation,ok
31972R1172,Commission_other,other,,obligation,ok
31973L0023,Council,ordinary_legislative,100.0,technical_standard,ok
31975R0724,Council,other,235.0,other,ok
31977L0780,Council,ordinary_legislative,57.0,obligation,ok
31978L0660,Council,ordinary_legislative,54.0,obligation,ok
31982H0604,Council,recommendation,235.0,recommendation,ok
31985D0368,Council,other,,other,ok
31986R4057R(03),Council,ordinary_legislative,84.0,prohibition,ok
31992R2408,Council,ordinary_legislative,84.0,obligation,ok
31996L0037,Commission_other,delegated_implementing,,technical_standard,ok
32014D0643,Council,other,,other,ok
32014R0232,EP_Council,ordinary_legislative,209.0,other,ok
32015R0847,EP_Council,ordinary_legislative,114.0,obligation,ok
32017R2402R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32023D1352,Council,other,,other,ok
32023R2631,EP_Council,ordinary_legislative,114.0,obligation,ok
32024L1500,EP_Council,ordinary_legislative,157.0,obligation,ok
32024L1788,EP_Council,ordinary_legislative,194.0,obligation,ok
32024L3237,EP_Council,ordinary_legislative,91.0,obligation,ok
62001TJ0236,Court,judgment,101.0,judicial_ruling,ok
31968R0260,Council,other,,obligation,ok
31972R0517,Council,other,75.0,obligation,ok
31976H0492,Council,recommendation,,recommendation,ok
31980L0723,Commission_other,infringement,90.0,obligation,ok
31984L0641,Council,other,,obligation,ok
31986R4057R(02),Council,ordinary_legislative,84.0,prohibition,ok
31988L0599,Council,other,75.0,obligation,ok
31989L0465,Council,ordinary_legislative,99.0,obligation,ok
31990L0388,Commission_other,infringement,90.0,obligation,ok
31990L0531,Council,ordinary_legislative,,obligation,ok
31996L0019,Commission_other,infringement,90.0,obligation,ok
32000L0052,Commission_other,infringement,86.0,obligation,ok
32001R0070,Commission_other,delegated_implementing,,prohibition,ok
32006R1461,Commission_other,delegated_implementing,,prohibition,ok
32010R0575,Commission_implementing,delegated_implementing,,technical_standard,ok
32011R0580,EP_Council,ordinary_legislative,114.0,other,ok
32012R0531,EP_Council,ordinary_legislative,114.0,obligation,ok
32013D0041,Council,other,,other,ok
32014D0645,Council,other,,other,ok
32016R1033,EP_Council,ordinary_legislative,114.0,obligation,ok
32018O0003R(01),Other,other,127.0,technical_standard,ok
32020D1016,Other,other,,other,ok
32020L1828,EP_Council,ordinary_legislative,114.0,obligation,ok
32022R2370,EP_Council,ordinary_legislative,168.0,obligation,ok
32024D1567,Council,other,,obligation,ok
32024R3005,EP_Council,ordinary_legislative,114.0,obligation,ok
32025R0327,EP_Council,ordinary_legislative,114.0,obligation,ok
31960R0011R(01),Council,other,79.0,prohibition,ok
31973L0240,Council,other,54.0,prohibition,ok
31975L0130,Council,other,75.0,obligation,ok
31985L0374,Council,ordinary_legislative,100.0,obligation,ok
31986L0278R(01),Council,ordinary_legislative,,obligation,ok
31988R2052,Council,other,,obligation,ok
31989R4064,Council,ordinary_legislative,,prohibition,ok
31991L0692,Council,ordinary_legislative,,obligation,ok
31992L0096,Council,ordinary_legislative,,obligation,ok
31992R0881,Council,ordinary_legislative,75.0,obligation,ok
31993R0792,Council,other,,other,ok
31997R2519,Commission_other,delegated_implementing,,obligation,ok
32010D0661,EP_Council,ordinary_legislative,172.0,obligation,ok
32010L0013R(01),EP_Council,ordinary_legislative,53.0,obligation,ok
32013R1382,EP_Council,ordinary_legislative,81.0,obligation,ok
32014L0057,EP_Council,ordinary_legislative,83.0,prohibition,ok
32014R0223,EP_Council,ordinary_legislative,175.0,obligation,ok
32015R0479R(01),EP_Council,ordinary_legislative,207.0,other,ok
32016L1148,EP_Council,ordinary_legislative,114.0,obligation,ok
32018R0841,EP_Council,ordinary_legislative,192.0,obligation,ok
32018R1807,EP_Council,ordinary_legislative,114.0,obligation,ok
32022D0591,EP_Council,ordinary_legislative,192.0,obligation,ok
32023R1113,EP_Council,ordinary_legislative,114.0,obligation,ok
32023R1781,EP_Council,ordinary_legislative,114.0,obligation,ok
62003CJ0172,Court,judgment,,judicial_ruling,ok
62003CJ0253,Court,judgment,43.0,prohibition,ok
31964L0225,Council,other,,prohibition,ok
31970R1108,Council,other,75.0,obligation,ok
31974R3137,Commission_other,other,,technical_standard,ok
31975D0327,Council,other,,other,ok
31979R0214,Council,other,,other,ok
31984L0253,Council,other,54.0,obligation,ok
31985R3640,Council,other,235.0,obligation,ok
31989R1553,Council,other,209.0,obligation,ok
31990R1588,Council,other,213.0,obligation,ok
31991R3922,Council,ordinary_legislative,84.0,technical_standard,ok
31993L0015,Council,ordinary_legislative,100.0,technical_standard,ok
31996L0002,Commission_other,infringement,90.0,obligation,ok
32006L0059,Commission_other,delegated_implementing,,technical_standard,ok
32008D0017,Other,other,,obligation,ok
32008R0800,Commission_other,delegated_implementing,87.0,prohibition,ok
32011R0513,EP_Council,ordinary_legislative,114.0,obligation,ok
32012D0994,EP_Council,ordinary_legislative,194.0,obligation,ok
32013D0042,Council,other,,other,ok
32013D0254,Council,other,,other,ok
32016L2341R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32019O0016,Other,other,127.0,technical_standard,ok
32019R2099R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32020D1015,Other,other,,obligation,ok
32020L0700,EP_Council,ordinary_legislative,91.0,obligation,ok
32021R0240R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32021R1148,EP_Council,ordinary_legislative,77.0,obligation,ok
32023D1681,Other,other,,obligation,ok
32023L1544,EP_Council,ordinary_legislative,53.0,obligation,ok
32023R1679,Other,other,,technical_standard,ok
32024L0927,EP_Council,ordinary_legislative,53.0,obligation,ok
32025D0673,Other,other,,obligation,ok
32025D0850,Council,other,,obligation,ok
32025R0041,EP_Council,ordinary_legislative,33.0,obligation,ok
31962L2005,Council,ordinary_legislative,75.0,obligation,ok
31968R1017,Council,ordinary_legislative,,prohibition,ok
31969R1629,Commission_other,delegated_implementing,,obligation,ok
31988R4254,Council,ordinary_legislative,130.0,obligation,ok
31989D0382,Council,other,,other,ok
31990L0387,Council,ordinary_legislative,100.0,obligation,ok
31991D0315,Council,other,,other,ok
31994R0754R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
31997D0387,EP_Council,other,206.0,obligation,ok
32001R0069,Commission_other,delegated_implementing,87.0,prohibition,ok
32006D0030,Other,other,,obligation,ok
32007D0888,Council,other,,obligation,ok
32013R1291,EP_Council,ordinary_legislative,182.0,other,ok
32014D0259,Council,other,,obligation,ok
32014L0092R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32015R1017R(01),EP_Council,ordinary_legislative,172.0,obligation,ok
32015R2365,EP_Council,ordinary_legislative,114.0,obligation,ok
32016R1952,EP_Council,ordinary_legislative,338.0,obligation,ok
32017R2396R(01),EP_Council,ordinary_legislative,172.0,obligation,ok
32018L0843R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32019D0009,Other,other,128.0,technical_standard,ok
32019L1151R(01),EP_Council,ordinary_legislative,50.0,obligation,ok
32019O0018,Other,other,,technical_standard,ok
32019R0941,EP_Council,ordinary_legislative,194.0,obligation,ok
32021L0338R(01),EP_Council,ordinary_legislative,53.0,obligation,ok
32021O2253,Other,other,127.0,obligation,ok
32021R1147R(02),EP_Council,ordinary_legislative,78.0,obligation,ok
32022L2561,EP_Council,ordinary_legislative,91.0,obligation,ok
32023R2405R(02),EP_Council,ordinary_legislative,100.0,obligation,ok
32024L0790,EP_Council,ordinary_legislative,53.0,obligation,ok
32024R1351,EP_Council,ordinary_legislative,78.0,obligation,ok
32024R1747,EP_Council,ordinary_legislative,194.0,obligation,ok
32024R3011,EP_Council,ordinary_legislative,82.0,obligation,ok
32025L0001,EP_Council,ordinary_legislative,114.0,obligation,ok
61993CJ0392,Court,judgment,,judicial_ruling,ok
31971R0281,Commission_other,delegated_implementing,,technical_standard,ok
31976H0495,Council,recommendation,,recommendation,ok
31982L0714,Council,ordinary_legislative,75.0,technical_standard,ok
31983L0643,Council,ordinary_legislative,,obligation,ok
31985R2137,Council,ordinary_legislative,235.0,other,ok
31985R3821,Council,ordinary_legislative,75.0,obligation,ok
31986R4057R(01),Council,ordinary_legislative,84.0,prohibition,ok
31991D0396,Council,other,,obligation,ok
31991L0440,Council,ordinary_legislative,75.0,obligation,ok
31991L0672,Council,ordinary_legislative,75.0,obligation,ok
31992L0042R(01),Council,ordinary_legislative,100.0,technical_standard,ok
31993L0097,Council,ordinary_legislative,100.0,technical_standard,ok
31998R2842,Commission_other,other,,obligation,ok
32006R1998,Commission_other,delegated_implementing,,prohibition,ok
32011R0181R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32011R1214,EP_Council,ordinary_legislative,133.0,obligation,ok
32014R0517,EP_Council,ordinary_legislative,192.0,obligation,ok
32017R0920,EP_Council,ordinary_legislative,114.0,obligation,ok
32017R1938R(01),EP_Council,ordinary_legislative,194.0,obligation,ok
32017R2094R(01),Other,other,127.0,technical_standard,ok
32018R1092,EP_Council,ordinary_legislative,173.0,other,ok
32019L2162,EP_Council,ordinary_legislative,114.0,obligation,ok
32020D1631,Other,other,,obligation,ok
32021D1815,Other,other,132.0,obligation,ok
32021O0827,Other,other,,obligation,ok
32021O0834,Other,other,127.0,obligation,ok
32022R1031,EP_Council,ordinary_legislative,207.0,obligation,ok
32023R2859,EP_Council,ordinary_legislative,114.0,obligation,ok
32024D3155,Council,other,,other,ok
32025D0319,Council,other,,other,ok
31974L0561,Council,ordinary_legislative,75.0,obligation,ok
31983L0349,Council,other,54.0,obligation,ok
31985L0337,Council,ordinary_legislative,,obligation,ok
31989L0552,Council,ordinary_legislative,,obligation,ok
31992L0082,Council,other,99.0,obligation,ok
31995D0167,EP_Council,other,,other,ok
31995L0051,Commission_other,infringement,90.0,obligation,ok
31998R0447,Commission_other,delegated_implementing,,technical_standard,ok
32001R0068,Commission_other,delegated_implementing,87.0,prohibition,ok
32008R0673,Commission_implementing,delegated_implementing,,technical_standard,ok
32009R0406,Commission_implementing,delegated_implementing,,technical_standard,ok
32013L0011R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32013R0347,EP_Council,ordinary_legislative,172.0,obligation,ok
32013R1316,EP_Council,ordinary_legislative,172.0,obligation,ok
32014L0030R(02),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0055,EP_Council,ordinary_legislative,114.0,obligation,ok
32015L1535,EP_Council,ordinary_legislative,114.0,obligation,ok
32016R0796R(01),EP_Council,ordinary_legislative,91.0,technical_standard,ok
32017R1128R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32018O0016R(01),Other,other,127.0,obligation,ok
32018R1805R(01),EP_Council,ordinary_legislative,82.0,obligation,ok
32020O1690,Other,other,127.0,technical_standard,ok
32021R0557,EP_Council,ordinary_legislative,114.0,obligation,ok
32022D1921,Other,other,132.0,obligation,ok
32022O0987R(02),Other,other,127.0,technical_standard,ok
32022R0858,EP_Council,ordinary_legislative,114.0,other,ok
32023L2225R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32023R0857,EP_Council,ordinary_legislative,192.0,obligation,ok
32024R1106,EP_Council,ordinary_legislative,194.0,prohibition,ok
32024R1307,EP_Council,ordinary_legislative,16.0,obligation,ok
32024R2809,EP_Council,ordinary_legislative,114.0,obligation,ok
31966R0117,Council,other,75.0,obligation,ok
31970L0156,Council,other,100.0,technical_standard,ok
31982L0891,Council,other,54.0,obligation,ok
31987D0499,Council,other,235.0,other,ok
31991L0308,Council,ordinary_legislative,57.0,obligation,ok
31992R2407,Council,ordinary_legislative,84.0,obligation,ok
31994L0046,Commission_other,infringement,90.0,obligation,ok
31999R0936,Commission_other,delegated_implementing,,technical_standard,ok
32005R1957,Commission_other,delegated_implementing,,prohibition,ok
32006R1083,Council,ordinary_legislative,161.0,obligation,ok
32011D1104,EP_Council,ordinary_legislative,172.0,obligation,ok
32014L0042,EP_Council,ordinary_legislative,82.0,obligation,ok
32014R0230,EP_Council,ordinary_legislative,209.0,other,ok
32014R0702R(01),Commission_other,delegated_implementing,108.0,prohibition,ok
32015L0413,EP_Council,ordinary_legislative,91.0,obligation,ok
32015R0755,EP_Council,ordinary_legislative,207.0,other,ok
32015R0757R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32018L1673,EP_Council,ordinary_legislative,83.0,obligation,ok
32018R0643,EP_Council,ordinary_legislative,338.0,obligation,ok
32018R1672R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R1157,EP_Council,ordinary_legislative,21.0,obligation,ok
32019R1239,EP_Council,ordinary_legislative,100.0,obligation,ok
32019R2144R(04),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32021R0783,EP_Council,ordinary_legislative,192.0,obligation,ok
32021R1119,EP_Council,ordinary_legislative,192.0,obligation,ok
32022D2481,EP_Council,ordinary_legislative,173.0,other,ok
32022R0991,EP_Council,ordinary_legislative,88.0,obligation,ok
32023R1805,EP_Council,ordinary_legislative,100.0,obligation,ok
32023R2675,EP_Council,ordinary_legislative,207.0,obligation,ok
32023R2845,EP_Council,ordinary_legislative,114.0,obligation,ok
32024L2841,EP_Council,ordinary_legislative,21.0,obligation,ok
32024R1623R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
62000CJ0280,Court,judgment,,judicial_ruling,ok
31963R0099,Commission_other,other,,obligation,ok
31965L0269,Council,other,75.0,obligation,ok
31969R1192,Council,other,,technical_standard,ok
31977H0713,Council,recommendation,,recommendation,ok
31978L0473,Council,other,57.0,obligation,ok
31979R2784,Commission_implementing,delegated_implementing,,technical_standard,ok
31983R1972,Council,other,235.0,other,ok
31987R2658,Council,other,,technical_standard,ok
31991L0263,Council,ordinary_legislative,100.0,technical_standard,ok
31991L0671,Council,ordinary_legislative,75.0,obligation,ok
31991R3921,Council,ordinary_legislative,75.0,obligation,ok
31992R2913,Council,ordinary_legislative,,obligation,ok
32014R0231,EP_Council,ordinary_legislative,212.0,obligation,ok
32016O0045,Other,other,,technical_standard,ok
32017R2226R(03),EP_Council,ordinary_legislative,77.0,obligation,ok
32018O0017,Other,other,,obligation,ok
32019L2177R(02),EP_Council,ordinary_legislative,53.0,obligation,ok
32019R0125R(01),EP_Council,ordinary_legislative,207.0,prohibition,ok
32020R1503R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32020R2011,Other,other,127.0,obligation,ok
32022R2463,EP_Council,ordinary_legislative,212.0,obligation,ok
32023R0606R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024O3129,Other,other,127.0,technical_standard,ok
32024R0792,EP_Council,ordinary_legislative,212.0,obligation,ok
32024R1028,EP_Council,ordinary_legislative,114.0,obligation,ok
31969R1191,Council,other,,obligation,ok
31974L0562,Council,ordinary_legislative,75.0,obligation,ok
31977L0541,Council,ordinary_legislative,100.0,technical_standard,ok
31978D0774,Council,other,84.0,other,ok
31985L0611,Council,ordinary_legislative,57.0,obligation,ok
31986L0361,Council,ordinary_legislative,100.0,technical_standard,ok
31986L0560,Council,other,,obligation,ok
31988L0357,Council,other,,obligation,ok
31988R4253,Council,ordinary_legislative,,obligation,ok
31990R3359,Council,other,75.0,other,ok
31991L0439,Council,ordinary_legislative,75.0,obligation,ok
31994R0754R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32005R1207R(01),Commission_other,delegated_implementing,,prohibition,ok
32007D0436R(01),Council,other,269.0,other,ok
32012D0426,Council,other,,other,ok
32014D0585,EP_Council,ordinary_legislative,91.0,obligation,ok
32014L0032R(02),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0094,EP_Council,ordinary_legislative,91.0,obligation,ok
32014R0282,EP_Council,ordinary_legislative,168.0,obligation,ok
32017L0828,EP_Council,ordinary_legislative,50.0,obligation,ok
32017R0825,EP_Council,ordinary_legislative,175.0,obligation,ok
32019L0520,EP_Council,ordinary_legislative,91.0,obligation,ok
32019R0289,Commission_other,delegated_implementing,108.0,obligation,ok
32019R1150,EP_Council,ordinary_legislative,114.0,obligation,ok
32019R1238,EP_Council,ordinary_legislative,114.0,obligation,ok
32020L1057R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32020R0873,EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0522R(02),EP_Council,ordinary_legislative,168.0,obligation,ok
32021R0523,EP_Council,ordinary_legislative,173.0,obligation,ok
32021R1058,EP_Council,ordinary_legislative,177.0,obligation,ok
32021R1237,Commission_other,delegated_implementing,108.0,prohibition,ok
32022L0738,EP_Council,ordinary_legislative,91.0,obligation,ok
32022O0912R(03),Other,other,127.0,technical_standard,ok
32022R0868,EP_Council,ordinary_legislative,114.0,obligation,ok
32022R2371,EP_Council,ordinary_legislative,168.0,obligation,ok
32023D1513,Council,other,,other,ok
32024D1017,Council,other,,obligation,ok
32024L1260R(01),EP_Council,ordinary_legislative,,obligation,ok
32024L2842,EP_Council,ordinary_legislative,79.0,obligation,ok
32024R1083R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1781R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1938,EP_Council,ordinary_legislative,168.0,technical_standard,ok
32024R2019,EP_Council,ordinary_legislative,256.0,other,ok
61999CJ0385,Court,judgment,49.0,judicial_ruling,ok
62002CJ0183,Court,judgment,108.0,judicial_ruling,ok
62002TJ0171,Court,judgment,,judicial_ruling,ok
31969R1630,Commission_other,other,,obligation,ok
31973D0402,Council,other,75.0,obligation,ok
31973L0239,Council,other,57.0,obligation,ok
31975L0404,Council,other,103.0,prohibition,ok
31976L0580,Council,other,57.0,obligation,ok
31977L0388,Council,ordinary_legislative,99.0,obligation,ok
31990L0434,Council,ordinary_legislative,100.0,obligation,ok
31990L0544,Council,ordinary_legislative,100.0,technical_standard,ok
31991L0674,Council,ordinary_legislative,54.0,obligation,ok
31992L0043R(01),Council,ordinary_legislative,130.0,obligation,ok
31992L0049,Council,other,,obligation,ok
31993L0038,Council,ordinary_legislative,,obligation,ok
32010L0031R(03),EP_Council,ordinary_legislative,194.0,obligation,ok
32010L0065,EP_Council,ordinary_legislative,100.0,obligation,ok
32011L0092R(02),EP_Council,ordinary_legislative,192.0,obligation,ok
32013L0030R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32013R0526,EP_Council,ordinary_legislative,114.0,other,ok
32013R0549,EP_Council,ordinary_legislative,338.0,technical_standard,ok
32013R1315,EP_Council,ordinary_legislative,172.0,obligation,ok
32014L0023R(05),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0041R(02),EP_Council,ordinary_legislative,82.0,obligation,ok
32014L0056R(01),EP_Council,ordinary_legislative,50.0,obligation,ok
32014L0089R(01),EP_Council,ordinary_legislative,,obligation,ok
32016L0097,EP_Council,ordinary_legislative,53.0,obligation,ok
32016L0681,EP_Council,ordinary_legislative,82.0,obligation,ok
32016O0034,Other,other,,technical_standard,ok
32016R1037R(01),EP_Council,ordinary_legislative,207.0,obligation,ok
32017L1371R(02),EP_Council,ordinary_legislative,83.0,obligation,ok
32017L1564R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32017R0352R(01),EP_Council,ordinary_legislative,100.0,obligation,ok
32018R0231R(02),Other,other,,obligation,ok
32018R0302R(03),EP_Council,ordinary_legislative,114.0,prohibition,ok
32019L1937R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0816R(02),EP_Council,ordinary_legislative,82.0,obligation,ok
32020D0637,Other,other,128.0,technical_standard,ok
32021R0693,EP_Council,ordinary_legislative,81.0,obligation,ok
32021R1230,EP_Council,ordinary_legislative,114.0,obligation,ok
32022D2063,Other,other,128.0,technical_standard,ok
32022R2419,Other,other,19.0,technical_standard,ok
32023R1543R(01),EP_Council,ordinary_legislative,82.0,obligation,ok
32024R0900R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32025L0025,EP_Council,ordinary_legislative,50.0,obligation,ok
61993CJ0360,Court,judgment,,judicial_ruling,ok
31968D0416,Council,other,103.0,obligation,ok
31975L0405,Council,ordinary_legislative,103.0,prohibition,ok
31982D0529,Council,ordinary_legislative,75.0,other,ok
31983L0189,Council,ordinary_legislative,100.0,obligation,ok
31985D0077,Commission_other,infringement,85.0,prohibition,ok
31986H0659,Council,recommendation,,recommendation,ok
31986R4055R(01),Council,ordinary_legislative,84.0,obligation,ok
31992L0044,Council,ordinary_legislative,100.0,obligation,ok
31992L0106R(01),Council,ordinary_legislative,75.0,obligation,ok
31997D0388,EP_Council,other,206.0,obligation,ok
32006L0111,Commission_other,infringement,86.0,obligation,ok
32013R0098,EP_Council,ordinary_legislative,114.0,prohibition,ok
32013R0167R(04),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32013R0519,Commission_other,other,,technical_standard,ok
32014R0233,EP_Council,ordinary_legislative,209.0,obligation,ok
32015R0751R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32015R0760R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32016R0867R(02),Other,other,127.0,obligation,ok
32016R1036,EP_Council,ordinary_legislative,207.0,prohibition,ok
32016R2338,EP_Council,ordinary_legislative,91.0,obligation,ok
32017R1129R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32018R0956,EP_Council,ordinary_legislative,192.0,obligation,ok
32019D0031,Other,other,127.0,obligation,ok
32019L2121,EP_Council,ordinary_legislative,50.0,obligation,ok
